  
       XFOIL         Version 6.97
  
 Calculated polar for: 000121                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.7203   0.01958   0.01265  -0.2982   0.5489   0.1251
   3.000   1.8258   0.01995   0.01264  -0.2979   0.5284   0.1501
   4.000   1.9193   0.02095   0.01340  -0.2953   0.5081   0.1759
   5.000   1.9971   0.02238   0.01476  -0.2900   0.4879   0.2003
   6.000   2.0608   0.02445   0.01688  -0.2828   0.4679   0.2271
   7.000   2.1186   0.02724   0.01980  -0.2756   0.4478   0.2545
   8.000   2.1688   0.03088   0.02358  -0.2681   0.4276   0.2849
   9.000   2.2097   0.03544   0.02831  -0.2603   0.4075   0.3193
  10.000   2.2428   0.04103   0.03410  -0.2525   0.3875   0.3620
  11.000   2.2581   0.04874   0.04190  -0.2444   0.3621   0.4208
  12.000   2.2613   0.05843   0.05216  -0.2370   0.3380   1.0001
  13.000   2.2567   0.07006   0.06385  -0.2305   0.3126   1.0001
  14.000   2.2399   0.08407   0.07812  -0.2252   0.2859   1.0001
  15.000   2.2177   0.09929   0.09346  -0.2214   0.2599   1.0001
