  
       XFOIL         Version 6.97
  
 Calculated polar for: 000260                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.2240   0.01738   0.00871  -0.2128   0.4102   0.1610
   3.000   1.3426   0.01776   0.00914  -0.2131   0.3964   0.1852
   4.000   1.4589   0.01845   0.00983  -0.2129   0.3833   0.2158
   5.000   1.5739   0.01904   0.01064  -0.2125   0.3703   0.2576
   6.000   1.6891   0.01994   0.01193  -0.2125   0.3573   0.3458
   7.000   1.7938   0.02059   0.01334  -0.2102   0.3452   1.0001
   8.000   1.8987   0.02197   0.01470  -0.2081   0.3321   1.0001
   9.000   1.9970   0.02336   0.01634  -0.2049   0.3187   1.0001
  10.000   2.0882   0.02477   0.01794  -0.2006   0.3023   1.0001
  11.000   2.1697   0.02641   0.01978  -0.1947   0.2843   1.0001
  12.000   2.2327   0.02875   0.02237  -0.1860   0.2664   1.0001
  13.000   2.2696   0.03221   0.02622  -0.1738   0.2475   1.0001
  14.000   2.2889   0.03778   0.03221  -0.1620   0.2254   1.0001
  15.000   2.2694   0.04903   0.04387  -0.1526   0.2019   1.0001
