  
       XFOIL         Version 6.97
  
 Calculated polar for: 000130                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.0192   0.02128   0.01334  -0.1999   0.3599   0.1841
   3.000   1.1179   0.02241   0.01432  -0.1965   0.3278   0.1932
   4.000   1.2158   0.02372   0.01542  -0.1934   0.3022   0.2035
   5.000   1.3114   0.02525   0.01677  -0.1900   0.2812   0.2154
   6.000   1.4018   0.02717   0.01857  -0.1858   0.2638   0.2284
   7.000   1.4867   0.02946   0.02091  -0.1811   0.2487   0.2428
   8.000   1.5674   0.03218   0.02365  -0.1763   0.2355   0.2588
   9.000   1.6428   0.03537   0.02680  -0.1713   0.2236   0.2767
  10.000   1.7102   0.03906   0.03060  -0.1658   0.2134   0.2969
  11.000   1.7714   0.04346   0.03515  -0.1603   0.2039   0.3193
  12.000   1.8313   0.04818   0.03989  -0.1551   0.1953   0.3459
  13.000   1.8737   0.05458   0.04665  -0.1500   0.1876   0.3756
  14.000   1.9185   0.06130   0.05355  -0.1457   0.1805   0.4139
  15.000   1.9499   0.06978   0.06239  -0.1424   0.1738   0.4652
