  
       XFOIL         Version 6.97
  
 Calculated polar for: 000186                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.0946   0.01589   0.00971  -0.2485   0.7493   0.3550
   3.000   1.2088   0.01623   0.01030  -0.2484   0.7333   0.3797
   4.000   1.3301   0.01546   0.00957  -0.2483   0.7061   0.4068
   5.000   1.4372   0.01526   0.00947  -0.2458   0.6726   0.4349
   6.000   1.5333   0.01569   0.01005  -0.2417   0.6348   0.4638
   7.000   1.6005   0.01684   0.01129  -0.2323   0.5797   0.4916
   8.000   1.6245   0.02059   0.01470  -0.2171   0.4730   0.5176
   9.000   1.5815   0.03058   0.02371  -0.1966   0.2943   0.5384
  10.000   1.5698   0.04092   0.03344  -0.1837   0.1803   0.5630
  11.000   1.5914   0.04959   0.04195  -0.1758   0.1314   0.5950
  12.000   1.6201   0.05816   0.05059  -0.1695   0.1057   0.6306
  13.000   1.6504   0.06709   0.05967  -0.1643   0.0894   0.6739
  14.000   1.6798   0.07628   0.06911  -0.1598   0.0780   0.7328
  15.000   1.7036   0.08516   0.07833  -0.1549   0.0698   1.0001
