  
       XFOIL         Version 6.97
  
 Calculated polar for: 000114                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.4323   0.01730   0.00963  -0.2585   0.5547   0.1659
   3.000   1.5437   0.01770   0.00990  -0.2585   0.5386   0.1877
   4.000   1.6526   0.01837   0.01052  -0.2582   0.5224   0.2124
   5.000   1.7554   0.01908   0.01131  -0.2569   0.5064   0.2419
   6.000   1.8527   0.02010   0.01248  -0.2548   0.4904   0.2766
   7.000   1.9458   0.02130   0.01389  -0.2523   0.4744   0.3206
   8.000   2.0319   0.02275   0.01559  -0.2487   0.4585   0.3893
   9.000   2.0989   0.02414   0.01760  -0.2419   0.4426   1.0001
  10.000   2.1567   0.02671   0.02022  -0.2344   0.4259   1.0001
  11.000   2.1988   0.03029   0.02396  -0.2256   0.4077   1.0001
  12.000   2.2224   0.03557   0.02949  -0.2161   0.3872   1.0001
  13.000   2.2347   0.04266   0.03683  -0.2074   0.3659   1.0001
  14.000   2.2424   0.05131   0.04568  -0.2001   0.3437   1.0001
  15.000   2.2354   0.06262   0.05724  -0.1938   0.3199   1.0001
