  
       XFOIL         Version 6.97
  
 Calculated polar for: 000205                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.3392   0.02031   0.01238  -0.2536   0.3700   0.1835
   3.000   1.4539   0.02108   0.01294  -0.2527   0.3438   0.1980
   4.000   1.5617   0.02217   0.01388  -0.2504   0.3209   0.2139
   5.000   1.6618   0.02357   0.01517  -0.2467   0.3008   0.2313
   6.000   1.7457   0.02541   0.01697  -0.2402   0.2833   0.2497
   7.000   1.8286   0.02767   0.01921  -0.2340   0.2673   0.2697
   8.000   1.9069   0.03032   0.02186  -0.2275   0.2524   0.2930
   9.000   1.9771   0.03339   0.02504  -0.2204   0.2391   0.3191
  10.000   2.0399   0.03716   0.02908  -0.2129   0.2271   0.3474
  11.000   2.0938   0.04195   0.03404  -0.2052   0.2161   0.3804
  12.000   2.1396   0.04765   0.03986  -0.1977   0.2056   0.4180
  13.000   2.1711   0.05490   0.04753  -0.1906   0.1963   0.4649
  14.000   2.1970   0.06354   0.05654  -0.1847   0.1876   0.5396
  15.000   2.2208   0.07230   0.06562  -0.1797   0.1790   1.0001
