  
       XFOIL         Version 6.97
  
 Calculated polar for: 000197                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   3.000   0.9930   0.01810   0.01198  -0.2238   0.6461   0.1880
   4.000   1.0110   0.01828   0.01150  -0.2047   0.5378   0.1962
   5.000   0.8918   0.02932   0.02017  -0.1715   0.0719   0.1982
   6.000   0.9245   0.03472   0.02567  -0.1618   0.0391   0.2049
   7.000   0.9623   0.04043   0.03134  -0.1540   0.0318   0.2141
   8.000   0.9913   0.04752   0.03865  -0.1460   0.0283   0.2219
   9.000   1.0296   0.05391   0.04499  -0.1388   0.0259   0.2320
  10.000   1.0944   0.05778   0.04898  -0.1318   0.0244   0.2438
  11.000   1.1973   0.05876   0.04995  -0.1260   0.0233   0.2594
  12.000   1.3633   0.06012   0.05138  -0.1248   0.0226   0.2816
