  
       XFOIL         Version 6.97
  
 Calculated polar for: 000124                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.9325   0.01595   0.00799  -0.1491   0.5898   0.1638
   3.000   1.0397   0.01633   0.00857  -0.1493   0.5801   0.1917
   4.000   1.1502   0.01665   0.00901  -0.1497   0.5727   0.2266
   5.000   1.2535   0.01733   0.01014  -0.1496   0.5629   0.2712
   6.000   1.3601   0.01613   0.00924  -0.1486   0.5394   0.3552
   7.000   1.4590   0.01492   0.00888  -0.1474   0.4843   1.0001
   9.000   1.2835   0.04678   0.03886  -0.1201   0.0536   1.0001
  10.000   1.2792   0.05923   0.05160  -0.1157   0.0382   1.0001
  11.000   1.2716   0.07250   0.06508  -0.1119   0.0318   1.0001
  12.000   1.2949   0.08191   0.07464  -0.1087   0.0270   1.0001
  13.000   1.3476   0.08525   0.07805  -0.1023   0.0238   1.0001
  14.000   1.4251   0.08597   0.07888  -0.0959   0.0206   1.0001
