  
       XFOIL         Version 6.97
  
 Calculated polar for: 000075                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.0018   0.01275   0.00635  -0.1893   0.5453   0.8089
   3.000   1.1003   0.01375   0.00721  -0.1855   0.4969   0.8384
   4.000   1.2046   0.01467   0.00801  -0.1836   0.4561   0.8561
   5.000   1.3121   0.01556   0.00887  -0.1826   0.4097   0.8683
   6.000   1.4145   0.01658   0.00991  -0.1807   0.3606   0.8811
   7.000   1.5101   0.01785   0.01120  -0.1775   0.3043   0.8944
   8.000   1.5925   0.01996   0.01309  -0.1721   0.2149   0.9101
   9.000   1.6432   0.02440   0.01690  -0.1618   0.0999   0.9288
  11.000   1.7129   0.03527   0.02813  -0.1387   0.0531   1.0001
  12.000   1.7310   0.04363   0.03685  -0.1288   0.0452   1.0001
  13.000   1.7332   0.05464   0.04820  -0.1211   0.0401   1.0001
  14.000   1.7364   0.06746   0.06158  -0.1177   0.0363   1.0001
  15.000   1.7325   0.08213   0.07656  -0.1164   0.0333   1.0001
