  
       XFOIL         Version 6.97
  
 Calculated polar for: 000095                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.6323   0.01796   0.00963   0.0086   0.3144   0.1625
   3.000   0.7423   0.01809   0.01016   0.0093   0.3052   0.2557
   4.000   0.9007   0.01763   0.01112   0.0006   0.2963   1.0001
   5.000   0.9982   0.01867   0.01201   0.0030   0.2878   1.0001
   6.000   1.0941   0.02041   0.01365   0.0049   0.2805   1.0001
   7.000   1.1926   0.02187   0.01511   0.0057   0.2725   1.0001
   8.000   1.2884   0.02424   0.01750   0.0055   0.2654   1.0001
   9.000   1.3819   0.02663   0.02002   0.0042   0.2577   1.0001
  10.000   1.4597   0.03092   0.02450   0.0014   0.2506   1.0001
  11.000   1.5324   0.03473   0.02825  -0.0043   0.2388   1.0001
  12.000   1.4882   0.05148   0.04541  -0.0156   0.2276   1.0001
