  
       XFOIL         Version 6.97
  
 Calculated polar for: 000263                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.9872   0.01762   0.00866  -0.1297   0.4077   0.1360
   3.000   1.0948   0.01792   0.00897  -0.1286   0.3942   0.1572
   4.000   1.2024   0.01838   0.00942  -0.1279   0.3810   0.1842
   5.000   1.3061   0.01875   0.00996  -0.1267   0.3683   0.2222
   6.000   1.4098   0.01874   0.01120  -0.1261   0.3560   0.8295
   7.000   1.4878   0.01955   0.01205  -0.1191   0.3449   1.0001
   8.000   1.5806   0.02071   0.01328  -0.1166   0.3332   1.0001
   9.000   1.6676   0.02233   0.01495  -0.1136   0.3219   1.0001
  10.000   1.7531   0.02407   0.01662  -0.1105   0.3107   1.0001
  11.000   1.8112   0.02605   0.01888  -0.1034   0.2999   1.0001
  12.000   1.8671   0.02882   0.02185  -0.0971   0.2892   1.0001
  13.000   1.9243   0.03183   0.02491  -0.0920   0.2784   1.0001
  14.000   1.9427   0.03694   0.03044  -0.0844   0.2676   1.0001
  15.000   1.9538   0.04422   0.03807  -0.0794   0.2565   1.0001
