  
       XFOIL         Version 6.97
  
 Calculated polar for: 000246                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.2965   0.01802   0.01097  -0.3158   0.6707   0.2566
   3.000   1.3995   0.01753   0.01059  -0.3137   0.6433   0.2788
   4.000   1.4683   0.01789   0.01101  -0.3051   0.6037   0.3014
   6.000   1.2769   0.04640   0.03747  -0.2511   0.1296   0.3185
   7.000   1.2696   0.05963   0.05061  -0.2413   0.0429   0.3374
   8.000   1.2888   0.07113   0.06241  -0.2351   0.0345   0.3632
   9.000   1.3073   0.08311   0.07469  -0.2294   0.0304   0.3933
  10.000   1.3355   0.09376   0.08557  -0.2246   0.0264   0.4319
  11.000   1.3795   0.10161   0.09354  -0.2200   0.0237   0.4849
  12.000   1.4486   0.10509   0.09737  -0.2148   0.0221   0.5653
  13.000   1.5475   0.10371   0.09629  -0.2088   0.0211   0.6928
