000244
    1.000000       0.000000    
   0.9886805      0.2896296E-02
   0.9751900      0.5859057E-02
   0.9612310      0.8409554E-02
   0.9467963      0.1054418E-01
   0.9318761      0.1226219E-01
   0.9164581      0.1356803E-01
   0.9005286      0.1447197E-01
   0.8840731      0.1498380E-01
   0.8670806      0.1512085E-01
   0.8495401      0.1490162E-01
   0.8314483      0.1435082E-01
   0.8128068      0.1349419E-01
   0.7936234      0.1236361E-01
   0.7739174      0.1099360E-01
   0.7537191      0.9421906E-02
   0.7330679      0.7684499E-02
   0.7120153      0.5821166E-02
   0.6906222      0.3866211E-02
   0.6689581      0.1852647E-02
   0.6471009     -0.1917950E-03
   0.6251240     -0.2247233E-02
   0.6030842     -0.4303860E-02
   0.5810304     -0.6356182E-02
   0.5590197     -0.8406264E-02
   0.5371099     -0.1046221E-01
   0.5153424     -0.1253592E-01
   0.4937488     -0.1464466E-01
   0.4723516     -0.1680617E-01
   0.4511578     -0.1904179E-01
   0.4301708     -0.2137197E-01
   0.4093809     -0.2381619E-01
   0.3887796     -0.2639245E-01
   0.3683489     -0.2911583E-01
   0.3480771     -0.3199805E-01
   0.3279518     -0.3504448E-01
   0.3079734     -0.3825411E-01
   0.2881650     -0.4161243E-01
   0.2685804     -0.4509009E-01
   0.2493283     -0.4863590E-01
   0.2305794     -0.5217458E-01
   0.2125706     -0.5560622E-01
   0.1955610     -0.5881995E-01
   0.1797109     -0.6173341E-01
   0.1650706     -0.6429151E-01
   0.1516118     -0.6647009E-01
   0.1392621     -0.6826440E-01
   0.1279255     -0.6968198E-01
   0.1175008     -0.7074042E-01
   0.1078907     -0.7145786E-01
   0.9900556E-01 -0.7185314E-01
   0.9076630E-01 -0.7194362E-01
   0.8310439E-01 -0.7174655E-01
   0.7596280E-01 -0.7127619E-01
   0.6929293E-01 -0.7054474E-01
   0.6305516E-01 -0.6956562E-01
   0.5721796E-01 -0.6834791E-01
   0.5175498E-01 -0.6690355E-01
   0.4664631E-01 -0.6524418E-01
   0.4187612E-01 -0.6338102E-01
   0.3743124E-01 -0.6132818E-01
   0.3330093E-01 -0.5910161E-01
   0.2947608E-01 -0.5671800E-01
   0.2594805E-01 -0.5419477E-01
   0.2270744E-01 -0.5155172E-01
   0.1974421E-01 -0.4880909E-01
   0.1704770E-01 -0.4598654E-01
   0.1460695E-01 -0.4310308E-01
   0.1240927E-01 -0.4017675E-01
   0.1044108E-01 -0.3722527E-01
   0.8688969E-02 -0.3426369E-01
   0.7139961E-02 -0.3130556E-01
   0.5780427E-02 -0.2836268E-01
   0.4597155E-02 -0.2544542E-01
   0.3577165E-02 -0.2256265E-01
   0.2708749E-02 -0.1972171E-01
   0.1981386E-02 -0.1692801E-01
   0.1383843E-02 -0.1418542E-01
   0.9042536E-03 -0.1149906E-01
   0.5341290E-03 -0.8874544E-02
   0.2702306E-03 -0.6311547E-02
   0.1064790E-03 -0.3804690E-02
   0.1971388E-04 -0.1360221E-02
   0.2929003E-04  0.1019601E-02
   0.7211319E-03  0.3322652E-02
   0.1881870E-02  0.5505676E-02
   0.3461085E-02  0.7518189E-02
   0.5309912E-02  0.9418924E-02
   0.7383733E-02  0.1123627E-01
   0.9647312E-02  0.1300564E-01
   0.1209013E-01  0.1475011E-01
   0.1470751E-01  0.1649088E-01
   0.1750315E-01  0.1824292E-01
   0.2048527E-01  0.2002021E-01
   0.2366473E-01  0.2183595E-01
   0.2705725E-01  0.2370155E-01
   0.3068121E-01  0.2562902E-01
   0.3455861E-01  0.2763009E-01
   0.3871652E-01  0.2971466E-01
   0.4318533E-01  0.3189547E-01
   0.4799962E-01  0.3418548E-01
   0.5320002E-01  0.3659629E-01
   0.5883240E-01  0.3913971E-01
   0.6494776E-01  0.4182781E-01
   0.7160155E-01  0.4467145E-01
   0.7885324E-01  0.4767797E-01
   0.8676404E-01  0.5084987E-01
   0.9539190E-01  0.5418506E-01
   0.1047868      0.5767095E-01
   0.1149864      0.6128211E-01
   0.1260068      0.6498385E-01
   0.1378412      0.6872509E-01
   0.1504563      0.7244884E-01
   0.1637972      0.7609101E-01
   0.1777944      0.7958557E-01
   0.1923743      0.8287502E-01
   0.2074637      0.8590736E-01
   0.2230000      0.8864387E-01
   0.2389303      0.9105367E-01
   0.2552165      0.9311739E-01
   0.2718295      0.9482128E-01
   0.2887535      0.9616116E-01
   0.3059780      0.9713564E-01
   0.3235010      0.9774803E-01
   0.3413251      0.9800725E-01
   0.3594530      0.9792303E-01
   0.3778926      0.9750803E-01
   0.3966507      0.9677863E-01
   0.4157330      0.9575257E-01
   0.4351446      0.9445057E-01
   0.4548865      0.9289470E-01
   0.4749577      0.9111060E-01
   0.4953479      0.8912424E-01
   0.5160462      0.8696440E-01
   0.5370282      0.8465949E-01
   0.5582653      0.8223915E-01
   0.5797157      0.7973115E-01
   0.6013321      0.7716107E-01
   0.6230536      0.7455175E-01
   0.6448140      0.7192045E-01
   0.6665411      0.6927715E-01
   0.6881573      0.6662916E-01
   0.7095860      0.6397163E-01
   0.7307514      0.6129642E-01
   0.7515851      0.5858679E-01
   0.7720268      0.5582250E-01
   0.7920240      0.5297837E-01
   0.8115353      0.5002828E-01
   0.8305293      0.4694437E-01
   0.8489816      0.4369974E-01
   0.8668779      0.4027031E-01
   0.8842064      0.3663362E-01
   0.9009606      0.3277434E-01
   0.9171327      0.2867910E-01
   0.9327171      0.2434278E-01
   0.9477038      0.1976653E-01
   0.9620794      0.1496005E-01
   0.9758284      0.9941733E-02
   0.9889307      0.4740120E-02
   0.9997530      0.1090000E-03
