  
       XFOIL         Version 6.97
  
 Calculated polar for: 000160                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.8198   0.01801   0.00924  -0.0673   0.3849   0.1976
   3.000   0.9229   0.01837   0.00960  -0.0651   0.3715   0.2215
   4.000   1.0232   0.01893   0.01012  -0.0625   0.3583   0.2488
   5.000   1.1149   0.01958   0.01092  -0.0588   0.3461   0.2801
   6.000   1.2030   0.02050   0.01196  -0.0550   0.3346   0.3190
   7.000   1.2896   0.02149   0.01301  -0.0512   0.3231   0.3737
   8.000   1.5283   0.02308   0.01567  -0.0793   0.3084   1.0001
   9.000   1.5539   0.02504   0.01776  -0.0662   0.2990   1.0001
  10.000   1.5968   0.02746   0.02012  -0.0576   0.2900   1.0001
  11.000   1.6178   0.03114   0.02396  -0.0489   0.2807   1.0001
  12.000   1.6393   0.03614   0.02911  -0.0427   0.2715   1.0001
  13.000   1.6842   0.04009   0.03297  -0.0389   0.2625   1.0001
  14.000   1.6599   0.05001   0.04331  -0.0349   0.2530   1.0001
  15.000   1.6502   0.06015   0.05369  -0.0330   0.2437   1.0001
