  
       XFOIL         Version 6.97
  
 Calculated polar for: 000063                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.7315   0.01768   0.00877  -0.0916   0.2100   0.4363
   3.000   0.8405   0.01882   0.00981  -0.0902   0.1968   0.4648
   4.000   0.9489   0.01982   0.01088  -0.0888   0.1864   0.4958
   5.000   1.0561   0.02129   0.01240  -0.0875   0.1772   0.5294
   6.000   1.1622   0.02300   0.01406  -0.0863   0.1687   0.5690
   7.000   1.2626   0.02441   0.01580  -0.0843   0.1616   0.6180
   8.000   1.3617   0.02636   0.01805  -0.0826   0.1552   0.7065
   9.000   1.4479   0.02797   0.02012  -0.0789   0.1494   1.0001
  10.000   1.5351   0.03098   0.02313  -0.0763   0.1443   1.0001
  11.000   1.6013   0.03413   0.02650  -0.0715   0.1396   1.0001
  12.000   1.6758   0.03791   0.03025  -0.0684   0.1353   1.0001
  13.000   1.7051   0.04357   0.03646  -0.0624   0.1317   1.0001
  14.000   1.7443   0.04913   0.04221  -0.0586   0.1282   1.0001
  15.000   1.7596   0.05796   0.05141  -0.0555   0.1253   1.0001
