  
       XFOIL         Version 6.97
  
 Calculated polar for: 000276                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.0976   0.01864   0.01126  -0.2133   0.5848   0.1911
   3.000   1.2130   0.01889   0.01140  -0.2131   0.5701   0.2039
   4.000   1.3248   0.01902   0.01154  -0.2124   0.5546   0.2192
   5.000   1.4269   0.01949   0.01213  -0.2102   0.5383   0.2360
   6.000   1.5252   0.02020   0.01293  -0.2075   0.5216   0.2553
   7.000   1.6121   0.02113   0.01394  -0.2030   0.5043   0.2772
   8.000   1.6895   0.02258   0.01548  -0.1976   0.4860   0.3024
   9.000   1.7535   0.02474   0.01778  -0.1910   0.4661   0.3314
  10.000   1.8056   0.02787   0.02112  -0.1840   0.4444   0.3682
