  
       XFOIL         Version 6.97
  
 Calculated polar for: 000110                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.8892   0.01552   0.00975  -0.2231   0.7714   0.3765
   3.000   1.0048   0.01393   0.00827  -0.2213   0.7270   0.3929
   4.000   0.9799   0.01887   0.01124  -0.1962   0.3064   0.4022
   5.000   0.9974   0.02521   0.01657  -0.1832   0.1173   0.4145
   6.000   1.0587   0.02924   0.02047  -0.1763   0.0848   0.4290
   7.000   1.1232   0.03327   0.02451  -0.1701   0.0675   0.4439
   8.000   1.1937   0.03707   0.02838  -0.1645   0.0561   0.4600
   9.000   1.2694   0.04074   0.03202  -0.1593   0.0482   0.4771
  10.000   1.3517   0.04427   0.03573  -0.1549   0.0419   0.4961
  11.000   1.4382   0.04802   0.03971  -0.1507   0.0372   0.5163
  12.000   1.5167   0.05251   0.04448  -0.1461   0.0336   0.5370
  13.000   1.5795   0.05816   0.05058  -0.1404   0.0308   0.5580
  14.000   1.6116   0.06793   0.06133  -0.1328   0.0288   0.5782
  15.000   1.6246   0.07775   0.07170  -0.1261   0.0272   0.5981
