  
       XFOIL         Version 6.97
  
 Calculated polar for: 000211                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   3.000   1.0476   0.02131   0.01295  -0.2083   0.3106   0.2387
   4.000   1.1058   0.02475   0.01591  -0.1990   0.2299   0.2566
   5.000   1.1806   0.02737   0.01841  -0.1924   0.1963   0.2779
   6.000   1.2577   0.02997   0.02095  -0.1862   0.1733   0.3020
   7.000   1.3358   0.03264   0.02356  -0.1803   0.1554   0.3300
   8.000   1.4164   0.03524   0.02619  -0.1748   0.1411   0.3629
   9.000   1.4961   0.03794   0.02899  -0.1694   0.1292   0.4030
  10.000   1.5744   0.04080   0.03210  -0.1641   0.1192   0.4561
  11.000   1.6509   0.04393   0.03560  -0.1589   0.1103   0.5603
  12.000   1.7176   0.04703   0.03917  -0.1521   0.1028   1.0001
  13.000   1.7822   0.05114   0.04331  -0.1458   0.0963   1.0001
  14.000   1.8357   0.05592   0.04824  -0.1389   0.0905   1.0001
  15.000   1.8790   0.06192   0.05461  -0.1317   0.0853   1.0001
