  
       XFOIL         Version 6.97
  
 Calculated polar for: 000179                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   3.000   0.7852   0.01570   0.00675  -0.1653   0.2583   0.3024
   4.000   0.8738   0.01965   0.01009  -0.1609   0.0290   0.3452
   5.000   0.9656   0.02231   0.01327  -0.1568   0.0229   0.4289
   6.000   1.0291   0.02596   0.01770  -0.1476   0.0208   0.5923
   7.000   1.0832   0.03074   0.02279  -0.1368   0.0202   0.6849
   8.000   1.1594   0.03585   0.02807  -0.1296   0.0188   0.7392
  12.000   1.5077   0.08042   0.07468  -0.1121   0.0259   0.8808
  13.000   1.3299   0.09009   0.08590  -0.0887   0.0254   0.8988
  14.000   1.2293   0.11165   0.10842  -0.0941   0.0247   0.9177
  15.000   1.1357   0.14135   0.13886  -0.1133   0.0248   0.9443
