  
       XFOIL         Version 6.97
  
 Calculated polar for: 000254                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.8638   0.02000   0.01275  -0.1796   0.6005   0.1687
   3.000   0.9815   0.01967   0.01234  -0.1801   0.5929   0.1804
   4.000   1.0835   0.02039   0.01330  -0.1788   0.5838   0.1931
   5.000   1.1984   0.01911   0.01200  -0.1779   0.5658   0.2087
   6.000   1.3038   0.01817   0.01110  -0.1756   0.5426   0.2262
   7.000   1.3700   0.01833   0.01133  -0.1679   0.4990   0.2435
   9.000   1.1622   0.05223   0.04343  -0.1373   0.0864   0.2506
  10.000   1.1563   0.06512   0.05636  -0.1326   0.0478   0.2638
  11.000   1.1690   0.07663   0.06805  -0.1293   0.0395   0.2808
  12.000   1.1930   0.08700   0.07860  -0.1265   0.0343   0.3027
  13.000   1.2293   0.09546   0.08717  -0.1238   0.0307   0.3327
  14.000   1.2826   0.10123   0.09307  -0.1210   0.0272   0.3843
  15.000   1.3451   0.10430   0.09701  -0.1168   0.0249   1.0001
