  
       XFOIL         Version 6.97
  
 Calculated polar for: 000152                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   4.000   1.9053   0.02186   0.01494  -0.3054   0.5047   0.1652
   5.000   1.9829   0.02340   0.01620  -0.2998   0.4795   0.1847
   6.000   2.0486   0.02585   0.01862  -0.2928   0.4544   0.2042
   7.000   2.1063   0.02919   0.02195  -0.2853   0.4293   0.2240
   8.000   2.1556   0.03348   0.02625  -0.2774   0.4048   0.2449
   9.000   2.1977   0.03874   0.03153  -0.2695   0.3812   0.2672
  10.000   2.2292   0.04534   0.03831  -0.2615   0.3585   0.2914
  11.000   2.2558   0.05309   0.04622  -0.2542   0.3362   0.3180
  12.000   2.2749   0.06204   0.05532  -0.2474   0.3150   0.3471
  13.000   2.2890   0.07201   0.06546  -0.2414   0.2949   0.3818
  14.000   2.2996   0.08265   0.07627  -0.2362   0.2760   0.4282
  15.000   2.3074   0.09377   0.08782  -0.2322   0.2581   1.0001
