  
       XFOIL         Version 6.97
  
 Calculated polar for: 000302                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.7079   0.02090   0.01321  -0.0932   0.4714   0.1843
   3.000   0.8064   0.02091   0.01320  -0.0895   0.4558   0.1928
   4.000   0.8988   0.02096   0.01325  -0.0853   0.4400   0.2018
   5.000   0.9890   0.02120   0.01332  -0.0809   0.4247   0.2126
   6.000   1.0709   0.02188   0.01395  -0.0755   0.4096   0.2232
   7.000   1.1469   0.02296   0.01501  -0.0704   0.3941   0.2345
   8.000   1.2080   0.02506   0.01715  -0.0648   0.3785   0.2468
   9.000   1.2671   0.02773   0.01995  -0.0601   0.3629   0.2604
  10.000   1.3216   0.03097   0.02323  -0.0557   0.3475   0.2746
  11.000   1.3707   0.03493   0.02721  -0.0516   0.3323   0.2894
  12.000   1.4167   0.03933   0.03171  -0.0481   0.3173   0.3077
  13.000   1.4599   0.04431   0.03675  -0.0450   0.3024   0.3267
  14.000   1.4974   0.05015   0.04266  -0.0425   0.2876   0.3482
  15.000   1.5112   0.05863   0.05135  -0.0404   0.2729   0.3706
