  
       XFOIL         Version 6.97
  
 Calculated polar for: 000188                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.2893   0.01587   0.00962  -0.2719   0.7715   0.2586
   3.000   1.4026   0.01607   0.01004  -0.2720   0.7576   0.2966
   4.000   1.5245   0.01479   0.00883  -0.2722   0.7315   0.3471
   5.000   1.6258   0.01449   0.00875  -0.2690   0.6968   0.4145
   6.000   1.7160   0.01477   0.00965  -0.2643   0.6562   0.5923
   8.000   1.7674   0.02095   0.01534  -0.2322   0.4492   1.0001
   9.000   1.7117   0.03244   0.02562  -0.2093   0.2529   1.0001
  10.000   1.7089   0.04210   0.03470  -0.1965   0.1568   1.0001
  11.000   1.7273   0.05070   0.04312  -0.1874   0.1160   1.0001
  12.000   1.7528   0.05901   0.05149  -0.1800   0.0938   1.0001
  13.000   1.7748   0.06817   0.06076  -0.1733   0.0794   1.0001
  14.000   1.7988   0.07730   0.07007  -0.1676   0.0689   1.0001
