  
       XFOIL         Version 6.97
  
 Calculated polar for: 000157                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   3.000   1.5011   0.01594   0.00920  -0.2710   0.6496   0.2387
   4.000   1.6026   0.01636   0.00964  -0.2684   0.6217   0.2630
   5.000   1.6928   0.01708   0.01037  -0.2638   0.5896   0.2903
   6.000   1.7631   0.01831   0.01162  -0.2559   0.5536   0.3189
   7.000   1.8218   0.02036   0.01371  -0.2467   0.5130   0.3504
   8.000   1.8677   0.02362   0.01691  -0.2365   0.4675   0.3866
   9.000   1.9016   0.02831   0.02165  -0.2261   0.4170   0.4302
  10.000   1.9241   0.03458   0.02793  -0.2157   0.3665   0.4930
  11.000   1.9393   0.04177   0.03546  -0.2058   0.3190   1.0001
  12.000   1.9503   0.05084   0.04434  -0.1972   0.2781   1.0001
  13.000   1.9615   0.06058   0.05402  -0.1900   0.2437   1.0001
  14.000   1.9733   0.07078   0.06427  -0.1841   0.2154   1.0001
  15.000   1.9804   0.08185   0.07538  -0.1790   0.1923   1.0001
