  
       XFOIL         Version 6.97
  
 Calculated polar for: 000232                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.9264   0.01601   0.00754  -0.1704   0.4515   0.2494
   3.000   1.0496   0.01632   0.00807  -0.1716   0.4369   0.2908
   4.000   1.1749   0.01674   0.00880  -0.1734   0.4232   0.3775
   5.000   1.2948   0.01704   0.01009  -0.1736   0.4096   0.7534
   6.000   1.3985   0.01806   0.01132  -0.1702   0.3964   0.8340
   7.000   1.4986   0.01905   0.01239  -0.1663   0.3840   0.8904
   8.000   1.5835   0.01951   0.01299  -0.1596   0.3715   1.0001
   9.000   1.7005   0.02099   0.01459  -0.1605   0.3574   1.0001
  10.000   1.8028   0.02207   0.01571  -0.1584   0.3380   1.0001
  11.000   1.8898   0.02356   0.01725  -0.1539   0.3184   1.0001
  12.000   1.9527   0.02578   0.01959  -0.1457   0.2998   1.0001
  13.000   1.9964   0.02921   0.02336  -0.1362   0.2791   1.0001
  14.000   2.0192   0.03517   0.02956  -0.1275   0.2548   1.0001
  15.000   2.0072   0.04689   0.04157  -0.1226   0.2259   1.0001
