000007
 1.000000    -0.000000
 0.975000    0.021137
 0.950000    0.040618
 0.925000    0.058540
 0.900001    0.074998
 0.875003    0.090081
 0.850006    0.103875
 0.825013    0.116461
 0.800026    0.127915
 0.775047    0.138310
 0.750080    0.147712
 0.725129    0.156186
 0.700199    0.163791
 0.675297    0.170582
 0.650430    0.176611
 0.625608    0.181923
 0.600839    0.186562
 0.576136    0.190567
 0.551512    0.193972
 0.526981    0.196809
 0.502560    0.199104
 0.478267    0.200880
 0.454123    0.202157
 0.430149    0.202949
 0.406370    0.203269
 0.382813    0.203125
 0.359505    0.202520
 0.336479    0.201456
 0.313768    0.199929
 0.291409    0.197932
 0.269440    0.195456
 0.247903    0.192487
 0.226844    0.189008
 0.206308    0.184998
 0.186348    0.180433
 0.167017    0.175287
 0.148373    0.169529
 0.130475    0.163124
 0.113388    0.156036
 0.097179    0.148225
 0.081920    0.139648
 0.067685    0.130257
 0.054553    0.120004
 0.042607    0.108836
 0.031933    0.096697
 0.022623    0.083529
 0.014770    0.069270
 0.008476    0.053856
 0.003843    0.037221
 0.000980    0.019293
 0.000000    0.000000
 0.000980    -0.019139
 0.003843    -0.036630
 0.008476    -0.052582
 0.014770    -0.067096
 0.022623    -0.080271
 0.031933    -0.092200
 0.042607    -0.102972
 0.054553    -0.112669
 0.067685    -0.121371
 0.081920    -0.129152
 0.097179    -0.136081
 0.113388    -0.142224
 0.130475    -0.147641
 0.148373    -0.152386
 0.167017    -0.156513
 0.186348    -0.160067
 0.206308    -0.163092
 0.226844    -0.165624
 0.247903    -0.167698
 0.269440    -0.169344
 0.291409    -0.170586
 0.313768    -0.171446
 0.336479    -0.171939
 0.359505    -0.172079
 0.382813    -0.171875
 0.406370    -0.171330
 0.430149    -0.170446
 0.454123    -0.169217
 0.478267    -0.167638
 0.502560    -0.165696
 0.526981    -0.163376
 0.551512    -0.160659
 0.576136    -0.157522
 0.600839    -0.153938
 0.625608    -0.149877
 0.650430    -0.145304
 0.675297    -0.140182
 0.700199    -0.134469
 0.725129    -0.128121
 0.750080    -0.121088
 0.775047    -0.113319
 0.800026    -0.104758
 0.825013    -0.095346
 0.850006    -0.085022
 0.875003    -0.073719
 0.900001    -0.061369
 0.925000    -0.047898
 0.950000    -0.033233
 0.975000    -0.017294
 1.000000    0.000000
