  
       XFOIL         Version 6.97
  
 Calculated polar for: 001456                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.1073   0.01921   0.01305  -0.1898   0.6734   0.6302
   2.500   1.2036   0.01822   0.01197  -0.1970   0.6695   0.6567
   3.000   1.2192   0.01865   0.01253  -0.1901   0.6576   0.6790
   3.500   1.2560   0.01898   0.01294  -0.1872   0.6478   0.7039
   4.000   1.3247   0.01841   0.01239  -0.1896   0.6410   0.7349
   4.500   1.3415   0.01937   0.01352  -0.1837   0.6297   0.7690
   5.000   1.3882   0.01936   0.01365  -0.1824   0.6210   0.8179
   5.500   1.4211   0.01921   0.01370  -0.1785   0.6103   1.0001
   6.000   1.4417   0.02053   0.01500  -0.1742   0.5968   1.0001
   6.500   1.4653   0.02189   0.01637  -0.1704   0.5834   1.0001
   7.000   1.4892   0.02330   0.01776  -0.1667   0.5680   1.0001
   7.500   1.5119   0.02489   0.01932  -0.1630   0.5515   1.0001
   8.000   1.5369   0.02645   0.02081  -0.1598   0.5330   1.0001
   8.500   1.5494   0.02893   0.02328  -0.1553   0.5113   1.0001
   9.000   1.5624   0.03158   0.02588  -0.1512   0.4870   1.0001
   9.500   1.5689   0.03486   0.02906  -0.1466   0.4579   1.0001
  10.000   1.5709   0.03864   0.03269  -0.1418   0.4251   1.0001
  10.500   1.5706   0.04283   0.03670  -0.1371   0.3926   1.0001
  11.000   1.5670   0.04746   0.04114  -0.1326   0.3607   1.0001
  11.500   1.5697   0.05185   0.04544  -0.1289   0.3348   1.0001
  12.000   1.5729   0.05627   0.04975  -0.1256   0.3119   1.0001
  12.500   1.5786   0.06059   0.05399  -0.1228   0.2920   1.0001
  13.000   1.5875   0.06467   0.05802  -0.1203   0.2758   1.0001
  13.500   1.5973   0.06877   0.06208  -0.1182   0.2611   1.0001
  14.000   1.6084   0.07278   0.06608  -0.1163   0.2480   1.0001
  14.500   1.6211   0.07673   0.07005  -0.1147   0.2364   1.0001
  15.000   1.6336   0.08061   0.07397  -0.1132   0.2261   1.0001
