  
       XFOIL         Version 6.97
  
 Calculated polar for: 000844                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.0213   0.01713   0.00920  -0.1017   0.4882   0.0540
   3.000   1.1207   0.01720   0.00903  -0.0995   0.4720   0.0955
   3.500   1.1687   0.01735   0.00916  -0.0983   0.4643   0.1132
   4.000   1.2150   0.01743   0.00921  -0.0968   0.4566   0.1304
   4.500   1.2604   0.01766   0.00937  -0.0953   0.4491   0.1480
   5.000   1.3040   0.01788   0.00961  -0.0935   0.4411   0.1679
   5.500   1.3476   0.01822   0.00995  -0.0918   0.4337   0.1871
   6.000   1.3884   0.01853   0.01030  -0.0897   0.4259   0.2099
   6.500   1.4297   0.01896   0.01073  -0.0878   0.4186   0.2369
   7.000   1.4666   0.01940   0.01123  -0.0853   0.4110   0.2752
   7.500   1.6044   0.01989   0.01273  -0.1043   0.4005   1.0001
   8.000   1.6224   0.02046   0.01326  -0.0980   0.3935   1.0001
   8.500   1.6358   0.02123   0.01405  -0.0912   0.3869   1.0001
   9.000   1.6499   0.02208   0.01495  -0.0850   0.3799   1.0001
   9.500   1.6717   0.02309   0.01595  -0.0807   0.3727   1.0001
  10.000   1.6855   0.02440   0.01734  -0.0757   0.3650   1.0001
  10.500   1.7118   0.02567   0.01863  -0.0728   0.3581   1.0001
  11.000   1.7247   0.02754   0.02064  -0.0689   0.3505   1.0001
  11.500   1.7460   0.02927   0.02241  -0.0662   0.3427   1.0001
  12.000   1.7567   0.03171   0.02500  -0.0630   0.3348   1.0001
  12.500   1.7767   0.03383   0.02718  -0.0609   0.3277   1.0001
  13.000   1.7808   0.03687   0.03024  -0.0580   0.3157   1.0001
  13.500   1.7587   0.04248   0.03598  -0.0547   0.3005   1.0001
  14.000   1.7546   0.04737   0.04108  -0.0529   0.2911   1.0001
  14.500   1.7000   0.05795   0.05160  -0.0509   0.2604   1.0001
  15.000   1.6210   0.07250   0.06596  -0.0495   0.2141   1.0001
