  
       XFOIL         Version 6.97
  
 Calculated polar for: 001323                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.5693   0.02101   0.01299  -0.0565   0.4535   0.7335
   2.500   0.5975   0.02166   0.01375  -0.0529   0.4505   0.7441
   3.000   0.6228   0.02232   0.01452  -0.0488   0.4471   0.7556
   3.500   0.6589   0.02285   0.01510  -0.0467   0.4437   0.7663
   4.000   0.7073   0.02319   0.01542  -0.0469   0.4408   0.7766
   4.500   0.7701   0.02361   0.01574  -0.0498   0.4380   0.7869
   5.000   0.7859   0.02473   0.01704  -0.0447   0.4352   0.7986
   5.500   0.7900   0.02611   0.01863  -0.0380   0.4318   0.8109
   6.000   0.8075   0.02732   0.01997  -0.0339   0.4285   0.8234
   6.500   0.8449   0.02808   0.02076  -0.0329   0.4258   0.8357
   7.000   0.8993   0.02846   0.02110  -0.0344   0.4236   0.8484
   7.500   0.9154   0.03024   0.02300  -0.0308   0.4205   0.8632
   8.000   0.7089   0.04374   0.03732  -0.0052   0.4101   0.8836
   8.500   0.7524   0.04427   0.03787  -0.0052   0.4083   0.9002
   9.000   0.8224   0.04289   0.03645  -0.0071   0.4073   0.9198
