  
       XFOIL         Version 6.97
  
 Calculated polar for: 001352                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   3.000  -0.5859   0.08432   0.07743   0.0259   0.6608   0.5378
   3.500  -0.5486   0.08476   0.07866   0.0276   0.6584   0.6758
   4.000  -0.5048   0.08574   0.08026   0.0287   0.6569   0.7969
   4.500  -0.4543   0.08761   0.08238   0.0283   0.6560   0.8659
   5.000  -0.3958   0.09042   0.08527   0.0259   0.6554   0.9085
   5.500  -0.3278   0.09442   0.08928   0.0212   0.6549   0.9363
   6.000  -0.3539   0.09562   0.09057   0.0298   0.6440   0.9507
   6.500  -0.2856   0.09893   0.09386   0.0236   0.6424   0.9618
   7.000  -0.2124   0.10250   0.09741   0.0163   0.6414   0.9682
   7.500  -0.1391   0.10628   0.10118   0.0089   0.6407   0.9741
   8.000  -0.0634   0.11067   0.10558   0.0010   0.6402   0.9803
   8.500   0.0170   0.11594   0.11088  -0.0082   0.6398   0.9851
  10.000   0.2314   0.11598   0.11107  -0.0296   0.5879   1.0001
  11.500   0.4202   0.09706   0.08977  -0.0284   0.1238   1.0001
  12.000   0.4193   0.09969   0.09215  -0.0221   0.0816   1.0001
  12.500   0.4274   0.10169   0.09406  -0.0170   0.0692   1.0001
  13.000   0.4404   0.10343   0.09574  -0.0127   0.0610   1.0001
  13.500   0.4570   0.10497   0.09720  -0.0090   0.0543   1.0001
  14.000   0.4790   0.10618   0.09837  -0.0061   0.0489   1.0001
  14.500   0.5032   0.10723   0.09939  -0.0035   0.0449   1.0001
  15.000   0.5311   0.10794   0.09998  -0.0014   0.0418   1.0001
