  
       XFOIL         Version 6.97
  
 Calculated polar for: 001484                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   1.1225   0.02283   0.01448  -0.2032   0.5310   0.1825
   0.200   1.1166   0.02345   0.01525  -0.1994   0.5291   0.1874
   0.400   1.1160   0.02418   0.01604  -0.1967   0.5270   0.1940
   0.600   1.1226   0.02473   0.01667  -0.1952   0.5249   0.2023
   0.800   1.1349   0.02512   0.01711  -0.1944   0.5232   0.2128
   1.000   1.1517   0.02538   0.01739  -0.1943   0.5217   0.2251
   1.200   1.1721   0.02552   0.01754  -0.1946   0.5204   0.2400
   1.400   1.1954   0.02556   0.01758  -0.1953   0.5192   0.2581
   1.600   1.2219   0.02549   0.01754  -0.1965   0.5181   0.2809
   1.800   1.2504   0.02539   0.01747  -0.1979   0.5171   0.3111
   2.200   1.2805   0.02621   0.01863  -0.1976   0.5142   0.4152
   2.400   1.2481   0.02857   0.02122  -0.1917   0.5111   0.4251
   2.800   1.2317   0.03020   0.02413  -0.1850   0.5064   1.0001
   3.000   1.2498   0.03054   0.02437  -0.1851   0.5050   1.0001
   3.200   1.2736   0.03057   0.02429  -0.1858   0.5038   1.0001
   3.400   1.2997   0.03050   0.02411  -0.1867   0.5029   1.0001
   3.600   1.3275   0.03037   0.02388  -0.1879   0.5020   1.0001
   3.800   1.3580   0.03016   0.02355  -0.1894   0.5012   1.0001
   4.000   1.3885   0.03006   0.02333  -0.1909   0.5003   1.0001
   4.400   1.2145   0.04437   0.03832  -0.1717   0.4871   1.0001
   4.600   1.2439   0.04385   0.03770  -0.1728   0.4867   1.0001
   4.800   1.2738   0.04330   0.03706  -0.1739   0.4863   1.0001
   5.000   1.3097   0.04229   0.03593  -0.1756   0.4860   1.0001
   5.200   1.3400   0.04179   0.03535  -0.1768   0.4855   1.0001
   5.400   1.3732   0.04111   0.03457  -0.1784   0.4850   1.0001
   5.600   1.4046   0.04064   0.03400  -0.1798   0.4844   1.0001
