  
       XFOIL         Version 6.97
  
 Calculated polar for: 000864                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.2802   0.01464   0.00701  -0.0688   0.5771   0.4732
   2.500   0.3352   0.01473   0.00715  -0.0685   0.5648   0.4803
   3.000   0.3897   0.01479   0.00727  -0.0682   0.5528   0.4874
   3.500   0.4457   0.01498   0.00754  -0.0680   0.5419   0.4948
   4.000   0.5031   0.01513   0.00767  -0.0682   0.5313   0.5023
   4.500   0.5517   0.01518   0.00782  -0.0665   0.5146   0.5097
   5.000   0.5984   0.01517   0.00786  -0.0644   0.4969   0.5176
   5.500   0.6429   0.01519   0.00801  -0.0618   0.4776   0.5248
   6.000   0.6867   0.01523   0.00809  -0.0591   0.4576   0.5331
   6.500   0.7276   0.01535   0.00830  -0.0559   0.4356   0.5407
   7.000   0.7586   0.01547   0.00843  -0.0509   0.4022   0.5487
   7.500   0.7768   0.01635   0.00908  -0.0441   0.3190   0.5563
   8.500   0.7444   0.02327   0.01454  -0.0245   0.0562   0.5697
   9.000   0.7589   0.02560   0.01689  -0.0200   0.0478   0.5785
   9.500   0.7762   0.02792   0.01940  -0.0164   0.0430   0.5863
  10.000   0.7870   0.03102   0.02261  -0.0131   0.0400   0.5949
  10.500   0.8004   0.03426   0.02601  -0.0108   0.0371   0.6030
  11.000   0.8066   0.03833   0.03013  -0.0087   0.0351   0.6116
  11.500   0.8256   0.04157   0.03356  -0.0074   0.0329   0.6219
  12.000   0.8428   0.04495   0.03707  -0.0060   0.0316   0.6312
  12.500   0.8605   0.04827   0.04040  -0.0046   0.0301   0.6419
  13.000   0.8825   0.05121   0.04347  -0.0029   0.0288   0.6533
  13.500   0.9075   0.05399   0.04643  -0.0014   0.0276   0.6646
  14.000   0.9323   0.05687   0.04947  -0.0002   0.0266   0.6773
  14.500   0.9567   0.05979   0.05245   0.0009   0.0252   0.6913
  15.000   0.9971   0.06146   0.05422   0.0038   0.0245   0.7079
