  
       XFOIL         Version 6.97
  
 Calculated polar for: 001334                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000  -0.8262   0.09921   0.09213   0.0614   0.4723   0.5082
   2.500  -0.7757   0.10089   0.09382   0.0594   0.4708   0.5204
   3.000  -0.7225   0.10306   0.09597   0.0571   0.4699   0.5333
   3.500  -0.6605   0.10597   0.09889   0.0538   0.4692   0.5459
   4.000  -0.7019   0.10900   0.10206   0.0594   0.4582   0.5521
   4.500  -0.6553   0.11079   0.10384   0.0576   0.4561   0.5645
   5.000  -0.6053   0.11280   0.10587   0.0554   0.4548   0.5770
   5.500  -0.5491   0.11523   0.10836   0.0526   0.4540   0.5899
   6.000  -0.4899   0.11878   0.11196   0.0493   0.4534   0.6028
