  
       XFOIL         Version 6.97
  
 Calculated polar for: 001345                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000  -0.5432   0.06194   0.05429   0.0538   0.5005   0.5017
   3.000  -0.5517   0.07051   0.06294   0.0603   0.4823   0.5159
   3.500  -0.4690   0.06896   0.06145   0.0564   0.4840   0.5270
   4.500  -0.4416   0.07537   0.06796   0.0593   0.4701   0.5439
   5.000  -0.3821   0.07557   0.06821   0.0572   0.4692   0.5546
   6.500  -0.3144   0.08427   0.07709   0.0587   0.4524   0.5839
   8.000  -0.2248   0.09158   0.08461   0.0578   0.4382   0.6176
   9.500  -0.2187   0.10582   0.09916   0.0614   0.4135   0.6503
  10.000  -0.1774   0.10751   0.10095   0.0601   0.4104   0.6652
  10.500  -0.1217   0.10800   0.10151   0.0580   0.4085   0.6819
  11.000  -0.0614   0.10811   0.10172   0.0557   0.4073   0.7002
  13.000   0.0011   0.12301   0.11726   0.0558   0.3793   0.7744
  13.500   0.0536   0.12337   0.11780   0.0542   0.3776   0.8041
  14.000   0.1068   0.12356   0.11820   0.0529   0.3765   0.8400
