  
       XFOIL         Version 6.97
  
 Calculated polar for: 001443                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.4812   0.01743   0.01015  -0.1015   0.5658   0.4783
   2.500   0.5326   0.01740   0.01000  -0.1016   0.5530   0.4847
   3.000   0.5771   0.01753   0.01022  -0.0996   0.5403   0.4889
   3.500   0.6274   0.01771   0.01038  -0.0989   0.5286   0.4943
   4.000   0.6805   0.01779   0.01031  -0.0991   0.5164   0.5004
   4.500   0.7194   0.01802   0.01069  -0.0963   0.5037   0.5047
   5.000   0.7660   0.01839   0.01109  -0.0952   0.4916   0.5106
   5.500   0.8154   0.01872   0.01135  -0.0948   0.4789   0.5170
   6.000   0.8608   0.01919   0.01186  -0.0933   0.4667   0.5217
   6.500   0.9060   0.01967   0.01234  -0.0922   0.4549   0.5277
   7.000   0.9470   0.02019   0.01289  -0.0906   0.4423   0.5334
   7.500   0.9865   0.02088   0.01366  -0.0884   0.4305   0.5386
   8.000   1.0274   0.02160   0.01432  -0.0870   0.4181   0.5453
   8.500   1.0655   0.02236   0.01508  -0.0850   0.4055   0.5504
   9.000   1.0982   0.02334   0.01617  -0.0824   0.3939   0.5559
   9.500   1.1330   0.02445   0.01728  -0.0807   0.3818   0.5628
  10.000   1.1638   0.02563   0.01857  -0.0780   0.3700   0.5678
  10.500   1.1943   0.02700   0.01994  -0.0758   0.3579   0.5742
  11.000   1.2242   0.02849   0.02140  -0.0738   0.3456   0.5804
  11.500   1.2456   0.03042   0.02349  -0.0710   0.3334   0.5857
  12.000   1.2686   0.03257   0.02566  -0.0689   0.3207   0.5926
  12.500   1.2890   0.03490   0.02809  -0.0667   0.3084   0.5976
  13.000   1.3103   0.03738   0.03062  -0.0647   0.2973   0.6041
  13.500   1.3258   0.04050   0.03375  -0.0630   0.2840   0.6104
  14.000   1.3394   0.04375   0.03705  -0.0611   0.2718   0.6156
  14.500   1.3521   0.04743   0.04073  -0.0597   0.2594   0.6221
  15.000   1.3627   0.05143   0.04485  -0.0585   0.2478   0.6275
