  
       XFOIL         Version 6.97
  
 Calculated polar for: 001403                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.7746   0.01677   0.00926  -0.0968   0.4025   0.8236
   2.500   0.8260   0.01704   0.00948  -0.0961   0.3949   0.8332
   3.000   0.8819   0.01738   0.00973  -0.0965   0.3879   0.8391
   3.500   0.9342   0.01762   0.00994  -0.0962   0.3804   0.8449
   4.000   0.9902   0.01804   0.01025  -0.0968   0.3738   0.8515
   4.500   1.0385   0.01832   0.01058  -0.0957   0.3668   0.8576
   5.000   1.0981   0.01883   0.01093  -0.0972   0.3604   0.8647
   5.500   1.1396   0.01914   0.01137  -0.0948   0.3538   0.8712
   6.000   1.1892   0.01952   0.01172  -0.0943   0.3476   0.8781
   6.500   1.2369   0.02005   0.01229  -0.0934   0.3414   0.8861
   7.000   1.2813   0.02048   0.01276  -0.0919   0.3353   0.8942
   7.500   1.3321   0.02108   0.01330  -0.0918   0.3299   0.9021
   8.000   1.3682   0.02159   0.01400  -0.0889   0.3242   0.9122
   8.500   1.4091   0.02207   0.01449  -0.0869   0.3187   0.9226
   9.000   1.4462   0.02270   0.01522  -0.0843   0.3130   0.9352
   9.500   1.4762   0.02324   0.01590  -0.0805   0.3075   0.9523
  10.000   1.5189   0.02374   0.01637  -0.0792   0.3022   1.0001
  10.500   1.5558   0.02487   0.01770  -0.0779   0.2963   1.0001
  11.000   1.5967   0.02590   0.01878  -0.0772   0.2908   1.0001
  11.500   1.6397   0.02708   0.01997  -0.0768   0.2856   1.0001
  12.000   1.6640   0.02852   0.02161  -0.0737   0.2799   1.0001
  12.500   1.6991   0.02975   0.02283  -0.0722   0.2747   1.0001
  13.000   1.7203   0.03157   0.02483  -0.0690   0.2693   1.0001
  13.500   1.7383   0.03345   0.02684  -0.0657   0.2638   1.0001
  14.000   1.7720   0.03500   0.02836  -0.0644   0.2587   1.0001
  14.500   1.7699   0.03819   0.03189  -0.0598   0.2535   1.0001
  15.000   1.7849   0.04076   0.03454  -0.0574   0.2485   1.0001
