  
       XFOIL         Version 6.97
  
 Calculated polar for: 001318                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.5513   0.01909   0.01038  -0.1100   0.5068   0.2637
   2.500   0.6071   0.01917   0.01041  -0.1100   0.5035   0.2734
   3.000   0.6654   0.01943   0.01068  -0.1105   0.5003   0.2845
   3.500   0.7079   0.01966   0.01116  -0.1084   0.4965   0.2945
   4.000   0.7549   0.01986   0.01151  -0.1069   0.4924   0.3062
   4.500   0.8079   0.02000   0.01172  -0.1065   0.4890   0.3202
   5.000   0.8667   0.02015   0.01191  -0.1071   0.4859   0.3362
   5.500   0.9027   0.02021   0.01218  -0.1036   0.4788   0.3523
   6.000   0.9582   0.01947   0.01138  -0.1031   0.4705   0.3740
   6.500   0.9892   0.01946   0.01162  -0.0988   0.4626   0.3959
   7.000   1.0334   0.01905   0.01129  -0.0965   0.4547   0.4266
   7.500   1.0510   0.01921   0.01175  -0.0903   0.4452   0.4659
   8.000   1.0723   0.01927   0.01226  -0.0853   0.4324   0.5655
