  
       XFOIL         Version 6.97
  
 Calculated polar for: 000627                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.5875   0.02316   0.01827  -0.1653   0.7254   0.2544
   2.500   0.6347   0.02403   0.01930  -0.1599   0.7017   0.2543
   3.000   0.7051   0.01645   0.01076  -0.1709   0.6560   0.2737
   3.500   0.6831   0.01840   0.01147  -0.1562   0.3890   0.2753
   4.000   0.6349   0.02260   0.01440  -0.1413   0.1132   0.2765
   4.500   0.6566   0.02461   0.01620  -0.1364   0.0718   0.2795
   5.000   0.6875   0.02600   0.01744  -0.1331   0.0588   0.2848
   5.500   0.7185   0.02736   0.01871  -0.1298   0.0511   0.2888
   6.000   0.7463   0.02917   0.02058  -0.1258   0.0461   0.2916
   6.500   0.7768   0.03087   0.02222  -0.1222   0.0414   0.2957
   7.000   0.8143   0.03220   0.02346  -0.1195   0.0381   0.3015
   7.500   0.8504   0.03376   0.02502  -0.1161   0.0355   0.3050
   8.500   0.9378   0.03632   0.02759  -0.1109   0.0308   0.3153
   9.000   0.9895   0.03773   0.02912  -0.1087   0.0288   0.3199
   9.500   1.0424   0.03937   0.03096  -0.1065   0.0272   0.3253
  10.000   1.0952   0.04109   0.03269  -0.1049   0.0260   0.3316
  10.500   1.1477   0.04347   0.03520  -0.1031   0.0249   0.3366
  11.000   1.1979   0.04787   0.04005  -0.1010   0.0242   0.3433
  11.500   1.2156   0.05310   0.04593  -0.0960   0.0235   0.3473
  12.000   1.2156   0.05858   0.05201  -0.0903   0.0227   0.3500
  12.500   1.1995   0.06635   0.06035  -0.0844   0.0233   0.3530
  13.000   1.1664   0.07494   0.06943  -0.0792   0.0236   0.3550
  13.500   1.1310   0.08379   0.07862  -0.0757   0.0240   0.3578
  14.000   1.1038   0.09281   0.08780  -0.0741   0.0244   0.3604
