  
       XFOIL         Version 6.97
  
 Calculated polar for: 001275                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.4015   0.01342   0.00529  -0.0615   0.3963   0.4621
   2.500   0.4531   0.01368   0.00550  -0.0601   0.3724   0.4782
   3.000   0.5050   0.01394   0.00574  -0.0587   0.3501   0.4956
   3.500   0.5565   0.01428   0.00601  -0.0573   0.3302   0.5145
   4.000   0.6082   0.01453   0.00631  -0.0559   0.3108   0.5334
   4.500   0.6592   0.01483   0.00666  -0.0544   0.2930   0.5540
   5.000   0.7097   0.01520   0.00703  -0.0528   0.2764   0.5776
   5.500   0.7596   0.01557   0.00746  -0.0511   0.2612   0.6020
   6.000   0.8087   0.01597   0.00792  -0.0493   0.2469   0.6304
   6.500   0.8560   0.01637   0.00843  -0.0472   0.2330   0.6648
   7.000   0.9017   0.01675   0.00896  -0.0448   0.2200   0.7090
   7.500   0.9446   0.01701   0.00957  -0.0418   0.2082   0.7889
   8.000   0.9950   0.01735   0.01021  -0.0401   0.1960   1.0001
   8.500   1.0394   0.01810   0.01091  -0.0378   0.1853   1.0001
   9.000   1.0819   0.01894   0.01170  -0.0352   0.1751   1.0001
   9.500   1.1224   0.01989   0.01259  -0.0324   0.1660   1.0001
  10.000   1.1605   0.02093   0.01356  -0.0294   0.1570   1.0001
  10.500   1.1977   0.02191   0.01458  -0.0263   0.1487   1.0001
  11.000   1.2327   0.02307   0.01579  -0.0230   0.1410   1.0001
  11.500   1.2645   0.02449   0.01716  -0.0196   0.1347   1.0001
  12.000   1.2952   0.02586   0.01864  -0.0161   0.1282   1.0001
  12.500   1.3220   0.02759   0.02041  -0.0125   0.1224   1.0001
  13.000   1.3458   0.02938   0.02224  -0.0090   0.1165   1.0001
  13.500   1.3674   0.03162   0.02459  -0.0056   0.1120   1.0001
  14.000   1.3849   0.03405   0.02709  -0.0024   0.1069   1.0001
  14.500   1.3996   0.03703   0.03019   0.0004   0.1030   1.0001
  15.000   1.4119   0.04035   0.03368   0.0026   0.0994   1.0001
