  
       XFOIL         Version 6.97
  
 Calculated polar for: 000008                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   3.500  -0.1149   0.11589   0.11058  -0.1228   0.4587   0.0964
   4.000  -0.0665   0.11422   0.10845  -0.1244   0.4572   0.1000
   4.500  -0.0180   0.11440   0.10863  -0.1248   0.4557   0.1030
   5.000  -0.0703   0.12194   0.11622  -0.1179   0.4384   0.1032
   5.500  -0.0276   0.12236   0.11654  -0.1178   0.4358   0.1063
   6.000   0.0184   0.12231   0.11628  -0.1179   0.4340   0.1094
   6.500   0.0674   0.12218   0.11591  -0.1182   0.4326   0.1121
   7.000   0.1117   0.12223   0.11571  -0.1181   0.4308   0.1157
   7.500   0.0566   0.12995   0.12351  -0.1111   0.4133   0.1157
   8.000   0.0992   0.13028   0.12381  -0.1109   0.4111   0.1197
   8.500   0.1457   0.13043   0.12388  -0.1111   0.4095   0.1241
   9.000   0.1924   0.13063   0.12393  -0.1113   0.4080   0.1286
  10.000   0.1799   0.13902   0.13231  -0.1046   0.3886   0.1342
  10.500   0.2234   0.13933   0.13263  -0.1048   0.3867   0.1403
  11.000   0.2702   0.13944   0.13264  -0.1052   0.3853   0.1466
  11.500   0.3137   0.13989   0.13307  -0.1054   0.3836   0.1537
  13.000   0.3454   0.14858   0.14178  -0.0999   0.3626   0.1706
  13.500   0.3899   0.14875   0.14197  -0.1005   0.3611   0.1823
  14.000   0.3417   0.15660   0.14991  -0.0952   0.3447   0.1827
  14.500   0.3797   0.15739   0.15074  -0.0956   0.3421   0.1945
  15.000   0.4216   0.15774   0.15107  -0.0963   0.3403   0.2076
