  
       XFOIL         Version 6.97
  
 Calculated polar for: 001359                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.500   0.8205   0.06757   0.06161  -0.2370   0.7837   0.2498
   3.000   0.8627   0.06839   0.06248  -0.2352   0.7743   0.2623
   3.500   0.9754   0.06433   0.05847  -0.2423   0.7691   0.2825
   5.000   1.1566   0.06071   0.05509  -0.2426   0.7443   0.3295
   5.500   1.2500   0.05657   0.05109  -0.2470   0.7420   0.3488
   6.500   1.3868   0.05115   0.04597  -0.2484   0.7259   0.3862
   7.000   1.4342   0.04999   0.04496  -0.2461   0.7104   0.4050
   8.000   1.5154   0.04649   0.03976  -0.2368   0.4071   0.4404
   8.500   1.4925   0.05233   0.04494  -0.2255   0.3003   0.4500
   9.500   1.5209   0.05849   0.05063  -0.2145   0.2112   0.4841
  10.000   1.5444   0.06089   0.05299  -0.2104   0.1873   0.5039
  10.500   1.5675   0.06334   0.05541  -0.2064   0.1675   0.5294
  11.000   1.5930   0.06561   0.05770  -0.2027   0.1503   0.5575
  11.500   1.6187   0.06782   0.05996  -0.1992   0.1383   0.5970
  12.500   1.6659   0.07197   0.06446  -0.1917   0.1187   1.0001
  13.000   1.6891   0.07433   0.06682  -0.1881   0.1104   1.0001
  13.500   1.7111   0.07682   0.06931  -0.1845   0.1028   1.0001
  14.000   1.7335   0.07923   0.07174  -0.1811   0.0969   1.0001
  14.500   1.7551   0.08179   0.07441  -0.1777   0.0905   1.0001
  15.000   1.7748   0.08425   0.07683  -0.1743   0.0861   1.0001
