  
       XFOIL         Version 6.97
  
 Calculated polar for: 001495                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.6761   0.02174   0.01285  -0.0391   0.4281   0.1175
   0.200   0.6866   0.02166   0.01279  -0.0372   0.4269   0.1289
   0.400   0.6972   0.02159   0.01274  -0.0352   0.4258   0.1418
   0.600   0.7072   0.02149   0.01264  -0.0332   0.4247   0.1581
   0.800   0.7149   0.02139   0.01257  -0.0307   0.4236   0.1773
   1.000   0.7192   0.02131   0.01252  -0.0275   0.4227   0.2069
   1.200   0.7096   0.02117   0.01256  -0.0217   0.4216   0.2844
   1.400   0.6797   0.02079   0.01252  -0.0118   0.4208   0.4305
   1.600   0.6487   0.02055   0.01256  -0.0015   0.4201   0.5353
   1.800   0.6176   0.02045   0.01271   0.0091   0.4193   0.6043
   2.000   0.5861   0.02017   0.01287   0.0199   0.4184   0.7072
   2.200   0.5924   0.02073   0.01399   0.0236   0.4169   0.8418
   2.800   0.9579   0.02768   0.02049  -0.0323   0.4094   0.8803
   3.000   0.9502   0.02766   0.02045  -0.0270   0.4086   0.8860
   3.200   1.0526   0.02892   0.02153  -0.0422   0.4068   0.8917
   3.400   1.0543   0.02929   0.02191  -0.0389   0.4056   0.8962
   3.600   1.1032   0.03007   0.02274  -0.0445   0.4041   0.9022
   3.800   1.0844   0.03027   0.02302  -0.0375   0.4031   0.9050
   4.000   1.0969   0.03055   0.02335  -0.0366   0.4017   0.9057
   4.200   1.1084   0.03083   0.02366  -0.0355   0.4003   0.9065
   4.400   1.1203   0.03108   0.02393  -0.0344   0.3989   0.9077
   4.600   1.1303   0.03129   0.02416  -0.0329   0.3977   0.9094
   4.800   1.1268   0.03141   0.02427  -0.0288   0.3966   0.9116
   5.000   1.1142   0.03152   0.02440  -0.0230   0.3958   0.9144
   5.200   1.1355   0.03147   0.02429  -0.0235   0.3945   0.9151
   5.400   1.1571   0.03146   0.02423  -0.0240   0.3934   0.9158
   5.600   1.1785   0.03151   0.02421  -0.0245   0.3924   0.9166
   5.800   1.1984   0.03174   0.02440  -0.0249   0.3914   0.9177
   6.000   1.1696   0.03213   0.02482  -0.0162   0.3904   0.9227
   6.200   1.1529   0.03282   0.02565  -0.0106   0.3894   0.9246
   6.400   1.0790   0.03382   0.02684   0.0046   0.3881   0.9315
   6.600   0.8016   0.04753   0.04132   0.0334   0.3790   0.9469
   6.800   0.8336   0.04685   0.04057   0.0320   0.3786   0.9475
   7.000   0.8670   0.04602   0.03967   0.0306   0.3783   0.9481
   7.200   0.8991   0.04520   0.03879   0.0294   0.3779   0.9489
   7.400   0.9317   0.04420   0.03772   0.0284   0.3776   0.9498
   7.600   0.9412   0.04362   0.03707   0.0309   0.3770   0.9529
   7.800   0.9810   0.04254   0.03591   0.0289   0.3766   0.9531
   8.000   1.0160   0.04194   0.03524   0.0270   0.3760   0.9534
