  
       XFOIL         Version 6.97
  
 Calculated polar for: 000450                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.4548   0.01432   0.00787  -0.1182   0.7765   0.3996
   2.500   0.5066   0.01318   0.00677  -0.1157   0.7496   0.4087
   3.000   0.5291   0.01259   0.00607  -0.1073   0.6756   0.4166
   4.000   0.4494   0.01904   0.01010  -0.0741   0.1480   0.4261
   4.500   0.4771   0.02043   0.01132  -0.0697   0.1100   0.4350
   5.000   0.5091   0.02162   0.01248  -0.0661   0.0891   0.4439
   5.500   0.5425   0.02287   0.01366  -0.0626   0.0755   0.4539
   6.000   0.5786   0.02399   0.01483  -0.0596   0.0652   0.4641
   6.500   0.6163   0.02512   0.01599  -0.0567   0.0577   0.4747
   7.000   0.6574   0.02619   0.01707  -0.0542   0.0511   0.4866
   7.500   0.7031   0.02729   0.01817  -0.0523   0.0463   0.4997
   8.000   0.7513   0.02826   0.01920  -0.0508   0.0421   0.5132
   8.500   0.8038   0.02935   0.02049  -0.0497   0.0379   0.5287
   9.000   0.8672   0.03078   0.02194  -0.0501   0.0349   0.5468
   9.500   0.9255   0.03253   0.02414  -0.0496   0.0325   0.5659
  10.000   0.9733   0.03416   0.02595  -0.0483   0.0304   0.5879
  10.500   1.0226   0.03736   0.02975  -0.0470   0.0282   0.6153
  11.000   1.0578   0.04194   0.03515  -0.0439   0.0269   0.6527
  11.500   1.0717   0.04692   0.04145  -0.0388   0.0262   1.0001
  13.000   0.4168   0.07286   0.06941   0.0035   0.0397   0.5630
  14.000   0.4893   0.06607   0.06275   0.0103   0.0302   0.6191
