  
       XFOIL         Version 6.97
  
 Calculated polar for: 001402                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.1263   0.02071   0.01260  -0.2074   0.3741   0.6538
   2.500   1.1771   0.02116   0.01310  -0.2062   0.3678   0.6665
   3.000   1.2310   0.02173   0.01353  -0.2055   0.3602   0.6816
   3.500   1.2790   0.02223   0.01415  -0.2038   0.3537   0.6945
   4.000   1.3306   0.02272   0.01457  -0.2030   0.3476   0.7048
   4.500   1.3817   0.02328   0.01515  -0.2022   0.3408   0.7156
   5.000   1.4318   0.02382   0.01567  -0.2012   0.3347   0.7268
   5.500   1.4859   0.02444   0.01625  -0.2010   0.3292   0.7354
   6.000   1.5283   0.02502   0.01696  -0.1987   0.3230   0.7451
   6.500   1.5786   0.02566   0.01755  -0.1980   0.3176   0.7558
   7.000   1.6241   0.02639   0.01837  -0.1963   0.3119   0.7648
   7.500   1.6678   0.02708   0.01914  -0.1943   0.3066   0.7739
   8.000   1.7200   0.02787   0.01982  -0.1941   0.3010   0.7840
   8.500   1.7510   0.02872   0.02091  -0.1901   0.2951   0.7938
   9.000   1.7900   0.02950   0.02175  -0.1875   0.2902   0.8032
   9.500   1.8361   0.03049   0.02276  -0.1864   0.2856   0.8125
  10.000   1.8636   0.03156   0.02403  -0.1820   0.2796   0.8229
  10.500   1.9003   0.03254   0.02507  -0.1794   0.2750   0.8335
  11.000   1.9379   0.03380   0.02644  -0.1771   0.2708   0.8445
  11.500   1.9599   0.03519   0.02804  -0.1722   0.2651   0.8561
  12.000   1.9923   0.03642   0.02931  -0.1692   0.2604   0.8685
  12.500   2.0131   0.03819   0.03131  -0.1647   0.2556   0.8817
  13.000   2.0232   0.03997   0.03324  -0.1588   0.2486   0.8986
  13.500   2.0600   0.04127   0.03457  -0.1568   0.2455   0.9280
  14.000   2.0604   0.04413   0.03782  -0.1505   0.2409   1.0001
  14.500   2.0723   0.04685   0.04066  -0.1463   0.2352   1.0001
  15.000   2.0976   0.04927   0.04312  -0.1439   0.2313   1.0001
