  
       XFOIL         Version 6.97
  
 Calculated polar for: 001371                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.6345   0.01656   0.00918  -0.0796   0.7194   0.1915
   2.500   0.7002   0.01620   0.00888  -0.0813   0.7145   0.2046
   3.000   0.7537   0.01608   0.00890  -0.0808   0.7049   0.2162
   3.500   0.8138   0.01531   0.00817  -0.0809   0.6921   0.2309
   4.000   0.8681   0.01472   0.00766  -0.0799   0.6783   0.2475
   4.500   0.9204   0.01439   0.00741  -0.0787   0.6677   0.2650
   5.000   0.9654   0.01417   0.00728  -0.0761   0.6550   0.2865
   5.500   1.0016   0.01401   0.00729  -0.0716   0.6403   0.3092
   6.000   1.0329   0.01391   0.00734  -0.0662   0.6243   0.3407
   6.500   1.0392   0.01388   0.00752  -0.0556   0.6058   0.3953
   7.000   1.2939   0.01592   0.01047  -0.0971   0.5181   0.9835
   7.500   1.3213   0.01835   0.01203  -0.0944   0.3701   0.9993
   8.000   1.2789   0.02141   0.01469  -0.0782   0.2989   1.0001
   8.500   1.2567   0.02446   0.01744  -0.0667   0.2462   1.0001
   9.000   1.2506   0.02714   0.01991  -0.0581   0.2107   1.0001
   9.500   1.2514   0.02965   0.02227  -0.0509   0.1853   1.0001
  10.000   1.2570   0.03203   0.02456  -0.0447   0.1668   1.0001
  10.500   1.2656   0.03435   0.02684  -0.0391   0.1509   1.0001
  11.000   1.2754   0.03672   0.02916  -0.0338   0.1388   1.0001
  11.500   1.2874   0.03905   0.03148  -0.0291   0.1289   1.0001
  12.000   1.2990   0.04151   0.03393  -0.0245   0.1197   1.0001
  12.500   1.3116   0.04398   0.03640  -0.0203   0.1115   1.0001
  13.000   1.3228   0.04663   0.03900  -0.0162   0.1048   1.0001
  13.500   1.3385   0.04902   0.04150  -0.0127   0.0987   1.0001
  14.000   1.3509   0.05174   0.04424  -0.0091   0.0932   1.0001
  14.500   1.3638   0.05448   0.04702  -0.0058   0.0881   1.0001
  15.000   1.3768   0.05726   0.04989  -0.0025   0.0836   1.0001
