  
       XFOIL         Version 6.97
  
 Calculated polar for: 000320                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.6772   0.01559   0.00839  -0.1313   0.6251   0.2415
   2.500   0.7344   0.01566   0.00858  -0.1311   0.6175   0.2492
   3.000   0.7928   0.01570   0.00861  -0.1307   0.6117   0.2575
   3.500   0.8498   0.01583   0.00890  -0.1303   0.6050   0.2650
   4.000   0.9075   0.01589   0.00898  -0.1299   0.5981   0.2740
   4.500   0.9646   0.01596   0.00920  -0.1293   0.5902   0.2823
   5.000   1.0220   0.01558   0.00880  -0.1283   0.5772   0.2912
   5.500   1.0784   0.01534   0.00857  -0.1273   0.5623   0.3010
   6.500   1.1871   0.01511   0.00863  -0.1250   0.5288   0.3196
   7.000   1.2389   0.01515   0.00872  -0.1234   0.5022   0.3305
   7.500   1.2837   0.01552   0.00909  -0.1211   0.4493   0.3397
   8.000   1.2821   0.01884   0.01148  -0.1145   0.2860   0.3467
   8.500   1.2304   0.02646   0.01814  -0.1067   0.1245   0.3488
   9.000   1.2236   0.03146   0.02290  -0.1027   0.0804   0.3553
   9.500   1.2306   0.03549   0.02692  -0.0995   0.0667   0.3629
  10.000   1.2384   0.03955   0.03106  -0.0966   0.0589   0.3713
  10.500   1.2444   0.04385   0.03541  -0.0938   0.0534   0.3791
  11.000   1.2561   0.04785   0.03949  -0.0914   0.0491   0.3886
  11.500   1.2664   0.05205   0.04381  -0.0891   0.0456   0.3974
  12.000   1.2809   0.05596   0.04776  -0.0870   0.0424   0.4080
  12.500   1.2945   0.05987   0.05177  -0.0848   0.0398   0.4184
  13.000   1.3127   0.06339   0.05540  -0.0827   0.0377   0.4306
  13.500   1.3308   0.06677   0.05881  -0.0805   0.0357   0.4436
  14.000   1.3523   0.06967   0.06184  -0.0778   0.0342   0.4586
  14.500   1.3732   0.07299   0.06534  -0.0759   0.0325   0.4754
  15.000   1.3930   0.07652   0.06898  -0.0743   0.0310   0.4948
