  
       XFOIL         Version 6.97
  
 Calculated polar for: 001481                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.6831   0.02179   0.01285  -0.0416   0.4326   0.1250
   0.200   0.6924   0.02177   0.01289  -0.0395   0.4311   0.1354
   0.400   0.7003   0.02168   0.01287  -0.0371   0.4295   0.1500
   0.600   0.7084   0.02162   0.01286  -0.0347   0.4284   0.1686
   0.800   0.7143   0.02153   0.01282  -0.0319   0.4274   0.1891
   1.000   0.7156   0.02133   0.01271  -0.0281   0.4262   0.2254
   1.200   0.6962   0.02081   0.01246  -0.0203   0.4253   0.3502
   1.400   0.6670   0.02032   0.01228  -0.0104   0.4248   0.5051
   1.600   0.6345   0.01987   0.01210   0.0006   0.4240   0.6100
   1.800   0.6038   0.01964   0.01215   0.0115   0.4234   0.6915
