  
       XFOIL         Version 6.97
  
 Calculated polar for: 001063                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.8317   0.01904   0.01039  -0.1149   0.3669   0.1477
   2.500   0.8721   0.01967   0.01090  -0.1120   0.3468   0.1525
   3.000   0.9145   0.02013   0.01112  -0.1094   0.3295   0.1585
   3.500   0.9563   0.02073   0.01169  -0.1068   0.3149   0.1641
   4.000   0.9984   0.02133   0.01216  -0.1043   0.3020   0.1714
   4.500   1.0405   0.02198   0.01281  -0.1019   0.2902   0.1784
   5.000   1.0820   0.02268   0.01349  -0.0995   0.2796   0.1861
   5.500   1.1227   0.02350   0.01420  -0.0971   0.2701   0.1946
   6.000   1.1625   0.02434   0.01505  -0.0947   0.2612   0.2037
   6.500   1.2026   0.02522   0.01599  -0.0924   0.2531   0.2134
   7.000   1.2423   0.02620   0.01691  -0.0901   0.2460   0.2243
   7.500   1.2801   0.02721   0.01803  -0.0877   0.2390   0.2367
   8.000   1.3182   0.02836   0.01911  -0.0855   0.2322   0.2501
   8.500   1.3537   0.02954   0.02047  -0.0831   0.2264   0.2657
   9.000   1.3897   0.03081   0.02174  -0.0809   0.2209   0.2838
   9.500   1.4255   0.03215   0.02322  -0.0788   0.2158   0.3085
  10.000   1.4569   0.03365   0.02487  -0.0764   0.2103   0.3439
  10.500   1.4926   0.03398   0.02608  -0.0739   0.2060   1.0001
  11.000   1.5177   0.03601   0.02822  -0.0712   0.2016   1.0001
  11.500   1.5447   0.03801   0.03020  -0.0688   0.1970   1.0001
  12.000   1.5807   0.03965   0.03170  -0.0670   0.1931   1.0001
  12.500   1.5992   0.04231   0.03455  -0.0644   0.1893   1.0001
  13.000   1.6227   0.04474   0.03702  -0.0623   0.1856   1.0001
  13.500   1.6533   0.04673   0.03889  -0.0605   0.1817   1.0001
  14.000   1.6683   0.05001   0.04237  -0.0584   0.1786   1.0001
  14.500   1.6819   0.05348   0.04597  -0.0565   0.1751   1.0001
  15.000   1.7000   0.05658   0.04909  -0.0550   0.1718   1.0001
