  
       XFOIL         Version 6.97
  
 Calculated polar for: 000629                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.6708   0.01552   0.00659  -0.0618   0.4829   0.2181
   2.500   0.7136   0.01554   0.00668  -0.0589   0.4713   0.2346
   3.000   0.7548   0.01564   0.00686  -0.0557   0.4605   0.2527
   3.500   0.7961   0.01577   0.00701  -0.0525   0.4505   0.2759
   4.000   0.8312   0.01582   0.00717  -0.0481   0.4404   0.3048
   4.500   0.8629   0.01583   0.00740  -0.0430   0.4307   0.3586
   5.000   1.1485   0.01798   0.01070  -0.0905   0.4100   0.9791
   5.500   1.2965   0.01782   0.01042  -0.1105   0.3947   1.0001
   6.000   1.3349   0.01830   0.01090  -0.1072   0.3858   1.0001
   6.500   1.3713   0.01880   0.01131  -0.1035   0.3764   1.0001
   7.000   1.4013   0.01926   0.01186  -0.0986   0.3666   1.0001
   7.500   1.4328   0.01984   0.01240  -0.0941   0.3581   1.0001
   8.000   1.4563   0.02036   0.01297  -0.0880   0.3492   1.0001
   8.500   1.4736   0.02096   0.01361  -0.0808   0.3410   1.0001
   9.000   1.4876   0.02156   0.01422  -0.0731   0.3327   1.0001
   9.500   1.5002   0.02228   0.01503  -0.0655   0.3241   1.0001
  10.000   1.5193   0.02311   0.01580  -0.0593   0.3157   1.0001
  10.500   1.5275   0.02404   0.01690  -0.0515   0.3074   1.0001
  11.000   1.5416   0.02511   0.01797  -0.0451   0.2991   1.0001
  11.500   1.5508   0.02634   0.01929  -0.0383   0.2908   1.0001
  12.000   1.5604   0.02777   0.02081  -0.0319   0.2825   1.0001
  12.500   1.5692   0.02936   0.02240  -0.0259   0.2741   1.0001
  13.000   1.5721   0.03137   0.02457  -0.0197   0.2655   1.0001
  13.500   1.5775   0.03351   0.02673  -0.0143   0.2571   1.0001
  14.000   1.5786   0.03612   0.02946  -0.0091   0.2487   1.0001
  14.500   1.5790   0.03908   0.03252  -0.0045   0.2404   1.0001
  15.000   1.5805   0.04215   0.03557  -0.0005   0.2318   1.0001
