  
       XFOIL         Version 6.97
  
 Calculated polar for: 001162                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.2882   0.01502   0.00613  -0.0606   0.2639   0.3061
   2.500   0.3403   0.01535   0.00632  -0.0588   0.2368   0.3148
   3.000   0.3925   0.01560   0.00655  -0.0570   0.2142   0.3222
   3.500   0.4450   0.01597   0.00679  -0.0553   0.1948   0.3315
   4.000   0.4976   0.01630   0.00716  -0.0536   0.1775   0.3399
   4.500   0.5502   0.01665   0.00750  -0.0518   0.1621   0.3491
   5.000   0.6024   0.01713   0.00792  -0.0500   0.1486   0.3592
   5.500   0.6541   0.01761   0.00843  -0.0482   0.1365   0.3684
   6.000   0.7056   0.01816   0.00897  -0.0463   0.1255   0.3792
   6.500   0.7568   0.01875   0.00958  -0.0443   0.1159   0.3902
   7.000   0.8071   0.01933   0.01028  -0.0422   0.1071   0.4015
   7.500   0.8568   0.02005   0.01108  -0.0401   0.0993   0.4131
   8.000   0.9054   0.02091   0.01201  -0.0377   0.0927   0.4261
   8.500   0.9526   0.02189   0.01297  -0.0353   0.0865   0.4395
   9.000   0.9988   0.02262   0.01393  -0.0325   0.0810   0.4542
   9.500   1.0430   0.02374   0.01515  -0.0297   0.0762   0.4698
  10.000   1.0855   0.02462   0.01620  -0.0265   0.0717   0.4871
  10.500   1.1258   0.02607   0.01783  -0.0232   0.0681   0.5060
  11.000   1.1623   0.02720   0.01919  -0.0192   0.0646   0.5291
  11.500   1.1963   0.02882   0.02094  -0.0152   0.0616   0.5580
  12.000   1.2237   0.03013   0.02277  -0.0102   0.0589   0.6093
