  
       XFOIL         Version 6.97
  
 Calculated polar for: 001452                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.1458   0.01671   0.00877   0.0047   0.5339   0.5323
   2.500   0.1906   0.01677   0.00894   0.0064   0.5247   0.5402
   3.000   0.2409   0.01679   0.00887   0.0072   0.5161   0.5493
   3.500   0.2772   0.01686   0.00907   0.0106   0.5063   0.5577
   4.000   0.3230   0.01692   0.00912   0.0121   0.4973   0.5665
   4.500   0.3617   0.01700   0.00924   0.0150   0.4880   0.5762
   5.000   0.4007   0.01712   0.00945   0.0177   0.4787   0.5854
   5.500   0.4453   0.01722   0.00950   0.0194   0.4698   0.5959
   6.000   0.4687   0.01737   0.00978   0.0249   0.4602   0.6061
   6.500   0.5143   0.01756   0.00997   0.0263   0.4515   0.6167
   7.000   0.5438   0.01789   0.01041   0.0302   0.4416   0.6279
   7.500   0.5809   0.01833   0.01089   0.0326   0.4323   0.6405
   8.000   0.6236   0.01866   0.01122   0.0342   0.4228   0.6534
   8.500   0.6486   0.01932   0.01206   0.0381   0.4126   0.6667
   9.000   0.6873   0.01985   0.01264   0.0399   0.4034   0.6809
   9.500   0.7183   0.02052   0.01340   0.0425   0.3932   0.6967
  10.000   0.7430   0.02149   0.01453   0.0456   0.3827   0.7138
  10.500   0.7778   0.02226   0.01538   0.0474   0.3732   0.7323
  11.500   0.8215   0.02482   0.01829   0.0531   0.3517   0.7797
  12.000   0.8458   0.02613   0.01979   0.0556   0.3414   0.8111
  12.500   0.8732   0.02732   0.02113   0.0579   0.3309   0.8533
  13.000   0.8846   0.02982   0.02399   0.0607   0.3195   0.9133
  13.500   0.9268   0.03281   0.02711   0.0574   0.3070   0.9601
  14.000   0.9758   0.03628   0.03063   0.0520   0.2940   0.9847
  15.000   1.0358   0.04309   0.03740   0.0468   0.2696   1.0001
