  
       XFOIL         Version 6.97
  
 Calculated polar for: 000215                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.4962   0.01480   0.00566   0.0047   0.2786   0.1755
   2.500   0.5446   0.01483   0.00574   0.0065   0.2684   0.2162
   3.000   0.5650   0.01337   0.00594   0.0143   0.2603   0.8623
   3.500   0.6063   0.01407   0.00674   0.0192   0.2513   0.9284
   4.000   0.6640   0.01493   0.00748   0.0202   0.2424   0.9535
   4.500   0.7565   0.01593   0.00827   0.0132   0.2315   0.9660
   5.000   0.8510   0.01661   0.00890   0.0054   0.2217   0.9743
   5.500   0.9431   0.01730   0.00953  -0.0022   0.2121   0.9836
   6.000   1.0179   0.01797   0.01008  -0.0065   0.2047   0.9896
   6.500   1.0747   0.01840   0.01057  -0.0072   0.1979   0.9928
   7.000   1.1327   0.01912   0.01123  -0.0084   0.1918   0.9960
   7.500   1.1920   0.01969   0.01188  -0.0099   0.1857   0.9991
   8.000   1.2356   0.02054   0.01267  -0.0084   0.1806   1.0001
   8.500   1.2661   0.02114   0.01344  -0.0042   0.1758   1.0001
   9.000   1.2945   0.02183   0.01415   0.0002   0.1718   1.0001
   9.500   1.3192   0.02285   0.01519   0.0051   0.1680   1.0001
  10.000   1.3349   0.02357   0.01608   0.0117   0.1643   1.0001
  10.500   1.3489   0.02424   0.01681   0.0186   0.1608   1.0001
  11.000   1.3721   0.02543   0.01794   0.0234   0.1572   1.0001
  11.500   1.3927   0.02657   0.01935   0.0280   0.1539   1.0001
  12.000   1.4170   0.02782   0.02071   0.0317   0.1505   1.0001
  12.500   1.4482   0.02927   0.02211   0.0339   0.1470   1.0001
  13.000   1.4627   0.03141   0.02454   0.0373   0.1440   1.0001
  13.500   1.4761   0.03384   0.02721   0.0398   0.1410   1.0001
  14.000   1.4942   0.03622   0.02970   0.0412   0.1382   1.0001
  14.500   1.5048   0.03936   0.03294   0.0421   0.1342   1.0001
  15.000   1.4989   0.04375   0.03732   0.0397   0.1248   1.0001
