  
       XFOIL         Version 6.97
  
 Calculated polar for: 000566                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.5792   0.01809   0.00899  -0.0759   0.2569   0.2243
   2.500   0.6278   0.01847   0.00917  -0.0735   0.2452   0.2313
   3.000   0.6767   0.01874   0.00951  -0.0713   0.2349   0.2381
   3.500   0.7257   0.01914   0.00979  -0.0691   0.2257   0.2459
   4.000   0.7734   0.01963   0.01027  -0.0668   0.2176   0.2528
   4.500   0.8197   0.01992   0.01053  -0.0642   0.2097   0.2608
   5.000   0.8668   0.02052   0.01113  -0.0618   0.2031   0.2688
   5.500   0.9121   0.02095   0.01155  -0.0592   0.1964   0.2768
   6.000   0.9599   0.02164   0.01221  -0.0571   0.1906   0.2857
   6.500   1.0060   0.02223   0.01287  -0.0548   0.1851   0.2944
   7.000   1.0545   0.02306   0.01364  -0.0529   0.1802   0.3044
   7.500   1.0976   0.02377   0.01444  -0.0503   0.1752   0.3149
   8.000   1.1420   0.02454   0.01521  -0.0480   0.1707   0.3245
   8.500   1.1857   0.02549   0.01625  -0.0457   0.1665   0.3354
   9.000   1.2264   0.02639   0.01723  -0.0430   0.1625   0.3470
   9.500   1.2687   0.02739   0.01820  -0.0407   0.1589   0.3595
  10.000   1.3063   0.02856   0.01953  -0.0379   0.1552   0.3718
  10.500   1.3405   0.02969   0.02082  -0.0349   0.1517   0.3845
  11.000   1.3771   0.03087   0.02203  -0.0322   0.1487   0.3994
  11.500   1.4177   0.03238   0.02358  -0.0301   0.1457   0.4158
  12.000   1.4407   0.03405   0.02553  -0.0264   0.1429   0.4320
  12.500   1.4662   0.03569   0.02733  -0.0233   0.1399   0.4511
  13.000   1.4971   0.03728   0.02900  -0.0208   0.1374   0.4754
  13.500   1.5290   0.03937   0.03122  -0.0186   0.1349   0.5104
