  
       XFOIL         Version 6.97
  
 Calculated polar for: 001217                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.8864   0.01331   0.00546  -0.1362   0.6445   0.2848
   2.500   0.9374   0.01341   0.00562  -0.1355   0.6370   0.3139
   3.000   0.9849   0.01348   0.00582  -0.1341   0.6286   0.3476
   3.500   1.0335   0.01358   0.00609  -0.1331   0.6214   0.3956
   4.000   1.2761   0.01349   0.00706  -0.1759   0.6118   1.0001
   4.500   1.3231   0.01389   0.00753  -0.1746   0.6041   1.0001
   5.000   1.3713   0.01421   0.00789  -0.1735   0.5963   1.0001
   5.500   1.4146   0.01460   0.00841  -0.1714   0.5868   1.0001
   6.000   1.4535   0.01475   0.00861  -0.1680   0.5711   1.0001
   6.500   1.4891   0.01498   0.00891  -0.1641   0.5553   1.0001
   7.000   1.5206   0.01529   0.00934  -0.1594   0.5384   1.0001
   7.500   1.5445   0.01567   0.00978  -0.1530   0.5176   1.0001
   8.000   1.5512   0.01622   0.01043  -0.1432   0.4906   1.0001
   8.500   1.5393   0.01704   0.01126  -0.1299   0.4584   1.0001
   9.000   1.5075   0.01916   0.01312  -0.1143   0.3925   1.0001
   9.500   1.4498   0.02392   0.01728  -0.0975   0.2860   1.0001
  10.000   1.3854   0.03107   0.02378  -0.0835   0.1665   1.0001
  10.500   1.3365   0.03861   0.03087  -0.0738   0.0830   1.0001
  11.000   1.3176   0.04449   0.03670  -0.0679   0.0612   1.0001
  11.500   1.3088   0.04985   0.04217  -0.0634   0.0517   1.0001
  12.000   1.3013   0.05537   0.04780  -0.0595   0.0459   1.0001
  12.500   1.2945   0.06097   0.05350  -0.0561   0.0416   1.0001
  13.000   1.2943   0.06600   0.05869  -0.0531   0.0381   1.0001
  13.500   1.2925   0.07107   0.06378  -0.0501   0.0349   1.0001
  14.000   1.3018   0.07501   0.06791  -0.0476   0.0321   1.0001
  14.500   1.3151   0.07779   0.07064  -0.0442   0.0295   1.0001
  15.000   1.3341   0.08043   0.07352  -0.0414   0.0276   1.0001
