  
       XFOIL         Version 6.97
  
 Calculated polar for: 001451                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   3.000   0.4117   0.10756   0.10308  -0.2121   0.6563   0.1668
   3.500   0.4463   0.10985   0.10547  -0.2062   0.6554   0.1664
   2.000   0.5075   0.01852   0.00914  -0.1019   0.2177   0.2597
   2.200   0.5298   0.01851   0.00923  -0.1014   0.2144   0.2624
   2.400   0.5520   0.01860   0.00934  -0.1009   0.2112   0.2648
   2.600   0.5744   0.01874   0.00943  -0.1004   0.2083   0.2678
   2.800   0.5974   0.01896   0.00957  -0.1000   0.2053   0.2708
   3.000   0.6198   0.01900   0.00961  -0.0995   0.2024   0.2737
   3.200   0.6418   0.01903   0.00971  -0.0989   0.1993   0.2763
   3.400   0.6637   0.01915   0.00982  -0.0983   0.1964   0.2791
   3.600   0.6865   0.01947   0.01005  -0.0980   0.1937   0.2827
   3.800   0.7086   0.01957   0.01016  -0.0974   0.1912   0.2862
   4.000   0.7306   0.01963   0.01027  -0.0968   0.1886   0.2892
   4.200   0.7524   0.01975   0.01043  -0.0962   0.1859   0.2923
   4.400   0.7742   0.01992   0.01057  -0.0956   0.1835   0.2959
   4.600   0.7971   0.02029   0.01083  -0.0952   0.1810   0.3000
   4.800   0.8186   0.02035   0.01097  -0.0945   0.1789   0.3033
   5.000   0.8401   0.02048   0.01118  -0.0938   0.1764   0.3063
   5.200   0.8617   0.02066   0.01137  -0.0932   0.1742   0.3100
   5.400   0.8834   0.02086   0.01152  -0.0926   0.1723   0.3141
   5.600   0.9057   0.02115   0.01174  -0.0921   0.1701   0.3176
   5.800   0.9274   0.02142   0.01208  -0.0916   0.1683   0.3209
   6.000   0.9482   0.02159   0.01233  -0.0907   0.1663   0.3250
   6.200   0.9691   0.02177   0.01252  -0.0899   0.1641   0.3292
   6.400   0.9899   0.02194   0.01271  -0.0892   0.1621   0.3335
   6.600   1.0106   0.02214   0.01292  -0.0885   0.1603   0.3375
   6.800   1.0325   0.02252   0.01323  -0.0879   0.1587   0.3420
   7.000   1.0537   0.02289   0.01361  -0.0873   0.1569   0.3467
   7.200   1.0734   0.02309   0.01394  -0.0863   0.1553   0.3510
   7.400   1.0932   0.02333   0.01423  -0.0854   0.1534   0.3562
   7.600   1.1131   0.02355   0.01445  -0.0845   0.1516   0.3607
   7.800   1.1329   0.02374   0.01469  -0.0836   0.1500   0.3651
   8.000   1.1530   0.02403   0.01495  -0.0828   0.1485   0.3699
   8.200   1.1746   0.02456   0.01538  -0.0823   0.1469   0.3759
   8.400   1.1936   0.02489   0.01583  -0.0813   0.1456   0.3801
   8.600   1.2115   0.02516   0.01621  -0.0801   0.1441   0.3863
   8.800   1.2302   0.02550   0.01660  -0.0791   0.1426   0.3918
   9.000   1.2487   0.02580   0.01699  -0.0780   0.1412   0.3967
   9.200   1.2668   0.02607   0.01727  -0.0769   0.1398   0.4027
   9.400   1.2855   0.02639   0.01759  -0.0759   0.1385   0.4087
   9.600   1.3042   0.02672   0.01793  -0.0749   0.1373   0.4144
   9.800   1.3249   0.02739   0.01851  -0.0744   0.1360   0.4213
  10.000   1.3419   0.02788   0.01913  -0.0732   0.1348   0.4269
  10.200   1.3565   0.02825   0.01963  -0.0715   0.1336   0.4332
  10.400   1.3721   0.02867   0.02015  -0.0701   0.1325   0.4400
  10.600   1.3878   0.02911   0.02068  -0.0687   0.1314   0.4467
  10.800   1.4020   0.02949   0.02110  -0.0671   0.1300   0.4544
  11.000   1.4167   0.02987   0.02155  -0.0655   0.1292   0.4613
  11.200   1.4316   0.03026   0.02194  -0.0641   0.1280   0.4696
  11.400   1.4475   0.03069   0.02240  -0.0628   0.1271   0.4772
  11.600   1.4645   0.03119   0.02288  -0.0617   0.1260   0.4865
  11.800   1.4808   0.03212   0.02384  -0.0607   0.1248   0.4959
  12.000   1.4895   0.03263   0.02451  -0.0585   0.1239   0.5048
  12.200   1.4974   0.03318   0.02520  -0.0562   0.1228   0.5145
  12.400   1.5069   0.03379   0.02595  -0.0542   0.1220   0.5245
  12.600   1.5158   0.03448   0.02676  -0.0522   0.1209   0.5367
  12.800   1.5251   0.03493   0.02728  -0.0502   0.1198   0.5495
  13.000   1.5352   0.03543   0.02786  -0.0485   0.1188   0.5653
  13.200   1.5459   0.03611   0.02864  -0.0468   0.1181   0.5826
  13.400   1.5569   0.03657   0.02918  -0.0453   0.1172   0.6090
  13.600   1.5691   0.03715   0.02990  -0.0439   0.1164   0.6585
  13.800   1.5753   0.03756   0.03074  -0.0415   0.1161   1.0001
  14.000   1.5866   0.03875   0.03185  -0.0403   0.1147   1.0001
  14.200   1.5873   0.03987   0.03309  -0.0380   0.1142   1.0001
  14.400   1.5872   0.04106   0.03441  -0.0358   0.1136   1.0001
  14.600   1.5882   0.04251   0.03596  -0.0339   0.1131   1.0001
  14.800   1.5838   0.04400   0.03758  -0.0318   0.1120   1.0001
  15.000   1.5824   0.04560   0.03929  -0.0301   0.1114   1.0001
