  
       XFOIL         Version 6.97
  
 Calculated polar for: 000895                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.500   0.6729   0.01424   0.00816  -0.0637   0.4654   0.9694
   3.000   0.7171   0.01623   0.00937  -0.0630   0.3480   0.9882
   3.500   0.8045   0.01732   0.01005  -0.0707   0.2980   1.0001
   4.000   0.8060   0.01795   0.01056  -0.0613   0.2807   1.0001
   4.500   0.8123   0.01859   0.01110  -0.0528   0.2661   1.0001
   5.000   0.8224   0.01924   0.01166  -0.0451   0.2534   1.0001
   5.500   0.8351   0.01992   0.01223  -0.0379   0.2424   1.0001
   6.000   0.8506   0.02065   0.01285  -0.0312   0.2323   1.0001
   6.500   0.8710   0.02126   0.01344  -0.0253   0.2230   1.0001
   7.000   0.8929   0.02201   0.01412  -0.0199   0.2143   1.0001
   7.500   0.9177   0.02284   0.01484  -0.0151   0.2066   1.0001
   8.000   0.9453   0.02361   0.01564  -0.0109   0.1992   1.0001
   8.500   0.9747   0.02456   0.01648  -0.0071   0.1922   1.0001
   9.000   1.0046   0.02546   0.01742  -0.0036   0.1858   1.0001
   9.500   1.0380   0.02651   0.01838  -0.0008   0.1800   1.0001
  10.000   1.0689   0.02758   0.01952   0.0022   0.1741   1.0001
  10.500   1.1041   0.02875   0.02058   0.0045   0.1686   1.0001
  11.000   1.1350   0.03001   0.02197   0.0070   0.1637   1.0001
  11.500   1.1685   0.03130   0.02321   0.0091   0.1591   1.0001
  12.000   1.2006   0.03277   0.02476   0.0112   0.1546   1.0001
  12.500   1.2294   0.03433   0.02639   0.0134   0.1502   1.0001
  13.000   1.2674   0.03573   0.02769   0.0147   0.1462   1.0001
  14.000   1.3150   0.03973   0.03199   0.0191   0.1390   1.0001
  14.500   1.3509   0.04133   0.03349   0.0203   0.1353   1.0001
  15.000   1.3645   0.04414   0.03659   0.0227   0.1325   1.0001
