  
       XFOIL         Version 6.97
  
 Calculated polar for: 001497                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.200   0.6246   0.05321   0.04714  -0.0461   0.4249   0.0869
   0.400   0.6334   0.05186   0.04576  -0.0443   0.4239   0.0873
   0.600   0.6442   0.05090   0.04474  -0.0428   0.4228   0.0878
   0.800   0.6537   0.05036   0.04417  -0.0411   0.4216   0.0882
   1.000   0.6565   0.04993   0.04379  -0.0381   0.4208   0.0887
   1.200   0.6578   0.04954   0.04345  -0.0349   0.4196   0.0891
   1.400   0.6585   0.04925   0.04320  -0.0315   0.4184   0.0902
   1.600   0.6586   0.04896   0.04294  -0.0280   0.4169   0.0914
   1.800   0.6598   0.04872   0.04271  -0.0248   0.4157   0.0923
