  
       XFOIL         Version 6.97
  
 Calculated polar for: 000967                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.500   0.4917   0.02894   0.02080   0.0124   0.2195   0.1158
   3.000   0.5381   0.02805   0.01997   0.0152   0.2141   0.1176
   3.500   0.5909   0.02619   0.01783   0.0174   0.2092   0.1203
   4.000   0.6709   0.02304   0.01409   0.0141   0.2043   0.1278
   4.500   0.7417   0.02244   0.01335   0.0120   0.1987   0.1362
   5.000   0.7918   0.02283   0.01376   0.0140   0.1949   0.1412
   5.500   0.8576   0.02288   0.01384   0.0127   0.1896   0.1491
   6.000   0.9170   0.02312   0.01407   0.0127   0.1854   0.1565
   6.500   0.9739   0.02373   0.01461   0.0129   0.1814   0.1641
   7.000   1.0271   0.02410   0.01520   0.0139   0.1774   0.1725
   7.500   1.0730   0.02453   0.01565   0.0165   0.1735   0.1815
   8.000   1.1179   0.02512   0.01624   0.0190   0.1705   0.1903
   8.500   1.1510   0.02612   0.01739   0.0237   0.1677   0.1985
   9.000   1.1763   0.02698   0.01845   0.0298   0.1648   0.2080
   9.500   1.2026   0.02767   0.01923   0.0358   0.1620   0.2173
  10.000   1.2329   0.02821   0.01974   0.0409   0.1594   0.2292
  10.500   1.2530   0.02956   0.02119   0.0473   0.1570   0.2396
  11.000   1.2593   0.03081   0.02271   0.0559   0.1547   0.2499
  11.500   1.2624   0.03208   0.02418   0.0646   0.1525   0.2608
  12.000   1.2708   0.03334   0.02552   0.0719   0.1504   0.2742
  12.500   1.2899   0.03450   0.02669   0.0770   0.1484   0.2920
  13.000   1.3047   0.03676   0.02896   0.0814   0.1462   0.3138
  13.500   1.2743   0.04101   0.03362   0.0874   0.1445   0.3263
