  
       XFOIL         Version 6.97
  
 Calculated polar for: 001224                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.8187   0.02066   0.01370  -0.1370   0.5787   0.1474
   2.500   0.8692   0.02200   0.01543  -0.1353   0.5718   0.1490
   3.000   0.9239   0.02373   0.01739  -0.1339   0.5661   0.1502
   3.500   0.9802   0.01981   0.01273  -0.1348   0.5616   0.1622
   4.000   1.0318   0.01931   0.01208  -0.1338   0.5550   0.1703
   4.500   1.0877   0.01942   0.01225  -0.1331   0.5497   0.1751
   5.000   1.1415   0.01925   0.01196  -0.1324   0.5442   0.1826
   5.500   1.1916   0.01955   0.01241  -0.1311   0.5376   0.1886
   6.000   1.2503   0.01946   0.01221  -0.1309   0.5329   0.1965
   6.500   1.2969   0.01992   0.01280  -0.1292   0.5265   0.2040
   7.000   1.3486   0.02006   0.01302  -0.1281   0.5205   0.2110
   7.500   1.4082   0.02019   0.01305  -0.1281   0.5156   0.2206
   8.000   1.4457   0.02084   0.01397  -0.1251   0.5087   0.2275
   8.500   1.5007   0.02088   0.01403  -0.1244   0.5024   0.2375
   9.000   1.5374   0.02102   0.01425  -0.1209   0.4911   0.2468
   9.500   1.5784   0.02107   0.01434  -0.1180   0.4804   0.2560
  10.000   1.6156   0.02123   0.01457  -0.1146   0.4704   0.2658
  10.500   1.6296   0.02217   0.01565  -0.1084   0.4588   0.2746
  11.000   1.6490   0.02336   0.01694  -0.1037   0.4467   0.2845
  11.500   1.6657   0.02489   0.01858  -0.0993   0.4333   0.2934
  12.000   1.6830   0.02672   0.02048  -0.0953   0.4204   0.3040
  12.500   1.6913   0.02936   0.02321  -0.0911   0.4055   0.3146
  13.000   1.6912   0.03293   0.02695  -0.0869   0.3883   0.3241
  13.500   1.6858   0.03732   0.03145  -0.0830   0.3680   0.3339
  14.000   1.6773   0.04236   0.03649  -0.0793   0.3435   0.3447
  14.500   1.6581   0.04874   0.04286  -0.0757   0.3118   0.3530
  15.000   1.6246   0.05691   0.05086  -0.0722   0.2698   0.3604
