  
       XFOIL         Version 6.97
  
 Calculated polar for: 001455                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.040     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   1.3193   0.01971   0.01309  -0.2408   0.6802   0.3827
   2.200   1.3336   0.01971   0.01309  -0.2393   0.6757   0.3868
   2.400   1.3631   0.01931   0.01262  -0.2405   0.6727   0.3921
   2.600   1.3992   0.01883   0.01210  -0.2428   0.6703   0.3966
   2.800   1.4050   0.01914   0.01248  -0.2399   0.6657   0.4000
   3.000   1.4111   0.01935   0.01270  -0.2371   0.6613   0.4038
   3.200   1.4367   0.01916   0.01248  -0.2377   0.6583   0.4083
   3.400   1.4696   0.01891   0.01222  -0.2396   0.6560   0.4131
   3.600   1.4853   0.01900   0.01232  -0.2384   0.6526   0.4176
   3.800   1.4809   0.01955   0.01292  -0.2339   0.6474   0.4210
   4.000   1.5021   0.01948   0.01286  -0.2338   0.6439   0.4249
   4.200   1.5313   0.01924   0.01260  -0.2350   0.6412   0.4299
   4.400   1.5470   0.01940   0.01276  -0.2339   0.6375   0.4350
   4.600   1.5448   0.02004   0.01346  -0.2300   0.6320   0.4381
   4.800   1.5647   0.02002   0.01347  -0.2297   0.6283   0.4420
   5.000   1.5933   0.01978   0.01319  -0.2308   0.6254   0.4477
   5.200   1.5931   0.02045   0.01391  -0.2273   0.6201   0.4514
   5.400   1.5999   0.02088   0.01440  -0.2250   0.6150   0.4553
   5.600   1.6226   0.02078   0.01429  -0.2251   0.6112   0.4600
   5.800   1.6359   0.02106   0.01458  -0.2239   0.6066   0.4648
   6.000   1.6328   0.02192   0.01547  -0.2202   0.5998   0.4686
   6.200   1.6536   0.02186   0.01542  -0.2200   0.5954   0.4732
   6.400   1.6581   0.02253   0.01614  -0.2175   0.5895   0.4774
   6.600   1.6617   0.02325   0.01688  -0.2150   0.5828   0.4821
   6.800   1.6874   0.02299   0.01658  -0.2155   0.5783   0.4875
   7.000   1.6753   0.02450   0.01820  -0.2110   0.5695   0.4901
   7.200   1.6926   0.02465   0.01833  -0.2103   0.5642   0.4959
   7.400   1.6911   0.02580   0.01951  -0.2074   0.5560   0.5005
   7.600   1.7029   0.02621   0.01993  -0.2061   0.5489   0.5052
   7.800   1.7025   0.02738   0.02115  -0.2033   0.5399   0.5091
   8.000   1.7144   0.02786   0.02158  -0.2021   0.5325   0.5151
   8.200   1.7129   0.02919   0.02297  -0.1994   0.5226   0.5190
   8.400   1.7211   0.02991   0.02366  -0.1978   0.5136   0.5241
   8.600   1.7224   0.03118   0.02494  -0.1955   0.5034   0.5297
   8.800   1.7245   0.03243   0.02619  -0.1933   0.4926   0.5349
   9.000   1.7294   0.03348   0.02721  -0.1915   0.4820   0.5401
   9.200   1.7308   0.03484   0.02854  -0.1893   0.4700   0.5461
   9.400   1.7307   0.03635   0.03006  -0.1871   0.4573   0.5511
   9.600   1.7284   0.03806   0.03171  -0.1847   0.4423   0.5568
   9.800   1.7308   0.03948   0.03310  -0.1829   0.4314   0.5629
  10.000   1.7263   0.04146   0.03502  -0.1804   0.4148   0.5684
  10.200   1.7260   0.04316   0.03667  -0.1784   0.4028   0.5753
  10.400   1.7228   0.04514   0.03859  -0.1762   0.3882   0.5815
  10.800   1.7182   0.04909   0.04246  -0.1722   0.3624   0.5958
  11.000   1.7176   0.05097   0.04432  -0.1704   0.3511   0.6049
  11.200   1.7171   0.05288   0.04619  -0.1687   0.3403   0.6137
  11.400   1.7154   0.05489   0.04816  -0.1669   0.3300   0.6252
  11.600   1.7174   0.05664   0.04993  -0.1655   0.3204   0.6393
  11.800   1.7187   0.05844   0.05175  -0.1641   0.3118   0.6602
  12.000   1.7197   0.05993   0.05353  -0.1625   0.3036   0.8720
  12.200   1.7200   0.06152   0.05509  -0.1610   0.2960   1.0001
  12.400   1.7215   0.06334   0.05686  -0.1596   0.2890   1.0001
  12.600   1.7245   0.06508   0.05859  -0.1585   0.2817   1.0001
  12.800   1.7272   0.06683   0.06030  -0.1574   0.2754   1.0001
  13.000   1.7307   0.06852   0.06196  -0.1563   0.2694   1.0001
  13.200   1.7337   0.07027   0.06369  -0.1553   0.2634   1.0001
  13.400   1.7368   0.07193   0.06528  -0.1542   0.2583   1.0001
  13.600   1.7411   0.07362   0.06701  -0.1533   0.2527   1.0001
  13.800   1.7451   0.07524   0.06859  -0.1524   0.2480   1.0001
  14.000   1.7483   0.07699   0.07034  -0.1514   0.2425   1.0001
  14.200   1.7532   0.07857   0.07196  -0.1507   0.2381   1.0001
  14.400   1.7580   0.08009   0.07345  -0.1498   0.2346   1.0001
  14.600   1.7623   0.08163   0.07497  -0.1490   0.2305   1.0001
  14.800   1.7666   0.08335   0.07677  -0.1483   0.2259   1.0001
  15.000   1.7716   0.08490   0.07831  -0.1476   0.2225   1.0001
