  
       XFOIL         Version 6.97
  
 Calculated polar for: 000858                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.4937   0.01731   0.01018  -0.1185   0.7134   0.2758
   2.500   0.5365   0.01747   0.01048  -0.1155   0.7039   0.2820
   3.000   0.6012   0.01715   0.01013  -0.1162   0.6979   0.2893
   3.500   0.6515   0.01695   0.01004  -0.1142   0.6867   0.2961
   4.000   0.7124   0.01607   0.00906  -0.1134   0.6696   0.3043
   4.500   0.7586   0.01590   0.00898  -0.1105   0.6558   0.3116
   5.000   0.8034   0.01574   0.00888  -0.1074   0.6418   0.3195
   5.500   0.8467   0.01565   0.00884  -0.1040   0.6266   0.3278
   6.000   0.8885   0.01554   0.00879  -0.1003   0.6099   0.3356
   6.500   0.9126   0.01565   0.00894  -0.0935   0.5901   0.3441
   7.000   0.9423   0.01591   0.00926  -0.0881   0.5660   0.3521
   7.500   0.9688   0.01651   0.00983  -0.0825   0.5364   0.3611
   8.000   0.9898   0.01741   0.01069  -0.0764   0.4980   0.3696
   8.500   0.9994   0.01897   0.01205  -0.0692   0.4431   0.3782
   9.000   0.9928   0.02163   0.01435  -0.0609   0.3718   0.3853
   9.500   0.9808   0.02509   0.01741  -0.0531   0.3005   0.3929
  10.000   0.9780   0.02854   0.02058  -0.0471   0.2449   0.4016
  10.500   0.9850   0.03169   0.02354  -0.0426   0.2055   0.4110
  11.000   0.9991   0.03459   0.02631  -0.0389   0.1776   0.4224
  11.500   1.0149   0.03749   0.02915  -0.0356   0.1573   0.4348
  12.000   1.0350   0.04018   0.03186  -0.0328   0.1410   0.4486
  12.500   1.0548   0.04301   0.03471  -0.0301   0.1285   0.4643
  13.000   1.0753   0.04587   0.03762  -0.0277   0.1183   0.4825
  13.500   1.0959   0.04876   0.04060  -0.0255   0.1096   0.5034
  14.000   1.1155   0.05178   0.04372  -0.0233   0.1023   0.5319
  14.500   1.1347   0.05483   0.04695  -0.0213   0.0960   0.5815
