  
       XFOIL         Version 6.97
  
 Calculated polar for: 000348                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.6019   0.01778   0.00999  -0.0486   0.5716   0.1367
   2.500   0.6224   0.01807   0.01016  -0.0414   0.5362   0.1398
   3.000   0.6435   0.01849   0.01033  -0.0345   0.4988   0.1441
   3.500   0.6646   0.01897   0.01060  -0.0280   0.4610   0.1486
   4.000   0.6848   0.01970   0.01116  -0.0217   0.4275   0.1525
   4.500   0.7084   0.02044   0.01165  -0.0161   0.3986   0.1576
   5.000   0.7327   0.02121   0.01235  -0.0110   0.3735   0.1624
   5.500   0.7598   0.02203   0.01302  -0.0064   0.3521   0.1688
   6.000   0.7868   0.02282   0.01377  -0.0020   0.3335   0.1740
   6.500   0.8149   0.02375   0.01456   0.0021   0.3176   0.1813
   7.000   0.8436   0.02457   0.01541   0.0059   0.3036   0.1884
   7.500   0.8726   0.02546   0.01626   0.0096   0.2909   0.1960
   8.000   0.9020   0.02645   0.01724   0.0131   0.2793   0.2049
   8.500   0.9309   0.02746   0.01825   0.0165   0.2690   0.2146
   9.000   0.9600   0.02854   0.01928   0.0197   0.2593   0.2253
   9.500   0.9890   0.02968   0.02052   0.0227   0.2506   0.2378
  10.000   1.0192   0.03084   0.02168   0.0255   0.2428   0.2525
  10.500   1.0472   0.03216   0.02305   0.0282   0.2350   0.2713
  11.000   1.0753   0.03347   0.02442   0.0309   0.2279   0.2966
