  
       XFOIL         Version 6.97
  
 Calculated polar for: 000879                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.500   0.7526   0.01700   0.00932  -0.0879   0.4167   0.1388
   3.000   0.8040   0.01684   0.00888  -0.0861   0.3933   0.1455
   3.500   0.8551   0.01678   0.00872  -0.0844   0.3715   0.1502
   4.000   0.9063   0.01682   0.00854  -0.0825   0.3507   0.1573
   4.500   0.9558   0.01707   0.00874  -0.0806   0.3318   0.1632
   5.000   1.0060   0.01718   0.00867  -0.0787   0.3139   0.1705
   5.500   1.0549   0.01757   0.00908  -0.0767   0.2973   0.1776
   6.000   1.1033   0.01788   0.00933  -0.0746   0.2819   0.1851
   6.500   1.1504   0.01834   0.00971  -0.0723   0.2674   0.1942
   7.000   1.1960   0.01887   0.01025  -0.0700   0.2542   0.2030
   7.500   1.2402   0.01944   0.01081  -0.0674   0.2420   0.2117
   8.000   1.2826   0.02011   0.01146  -0.0646   0.2305   0.2223
   8.500   1.3230   0.02085   0.01217  -0.0617   0.2197   0.2331
   9.000   1.3595   0.02155   0.01296  -0.0581   0.2097   0.2447
   9.500   1.3953   0.02246   0.01395  -0.0546   0.2009   0.2564
  10.000   1.4289   0.02361   0.01509  -0.0512   0.1926   0.2703
  10.500   1.4616   0.02471   0.01631  -0.0479   0.1844   0.2848
  11.000   1.4917   0.02612   0.01782  -0.0446   0.1771   0.3019
  11.500   1.5189   0.02772   0.01945  -0.0414   0.1701   0.3207
  12.500   1.5692   0.03153   0.02345  -0.0354   0.1576   0.3816
  13.000   1.5987   0.03325   0.02611  -0.0345   0.1515   1.0001
  13.500   1.6170   0.03596   0.02871  -0.0317   0.1462   1.0001
  14.000   1.6316   0.03907   0.03202  -0.0295   0.1412   1.0001
  14.500   1.6454   0.04238   0.03531  -0.0274   0.1366   1.0001
  15.000   1.6547   0.04629   0.03938  -0.0257   0.1322   1.0001
