  
       XFOIL         Version 6.97
  
 Calculated polar for: 000796                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.300 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   2.000   0.4607   0.01915   0.01003  -0.0489   0.3499   0.2704
   2.500   0.5138   0.01928   0.01015  -0.0476   0.3436   0.2779
   3.000   0.5647   0.01943   0.01032  -0.0458   0.3371   0.2863
   3.500   0.6189   0.01962   0.01048  -0.0447   0.3311   0.2952
   4.000   0.6667   0.01978   0.01077  -0.0426   0.3249   0.3044
   4.500   0.7177   0.02000   0.01099  -0.0409   0.3193   0.3144
   5.000   0.7679   0.02035   0.01139  -0.0393   0.3137   0.3250
   5.500   0.8139   0.02058   0.01173  -0.0370   0.3077   0.3360
   6.000   0.8651   0.02094   0.01204  -0.0356   0.3027   0.3488
   6.500   0.9085   0.02143   0.01267  -0.0330   0.2975   0.3622
   7.000   0.9513   0.02177   0.01309  -0.0304   0.2920   0.3765
   7.500   1.0034   0.02234   0.01361  -0.0294   0.2871   0.3937
   8.000   1.0303   0.02282   0.01436  -0.0245   0.2825   0.4100
   8.500   1.0682   0.02337   0.01502  -0.0215   0.2775   0.4308
   9.000   1.1175   0.02406   0.01569  -0.0203   0.2729   0.4572
   9.500   1.1404   0.02505   0.01702  -0.0159   0.2686   0.4874
  10.000   1.1718   0.02586   0.01810  -0.0129   0.2640   0.5372
